index;NO_MUNICIPIO;NO_ENTIDADE;IN_BIBLIOTECA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_PISCINA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_SALA_ATELIE_ARTES;IN_SALA_LEITURA;IN_ACESSIBILIDADE_ELEVADOR;IN_INTERNET_APRENDIZAGEM;IN_ACESSO_INTERNET_COMPUTADOR;QT_PROF_PSICOLOGO;Código da Escola;Rede;IDEB
386;Itaborai;EMTI JUIZA PATRICIA LOURIVAL ACIOLI;false;false; true;false;true;true;false;true;false;false;false;1;33171416;Municipal;5,3
387;Itaborai;E M ANTONIO CARLOS RODRIGUES MORORO; true;false; true;false;true;true;false;true;false;true;true;0;33178984;Municipal;5
388;Itaguai;CIEP BRIZOLAO 497 - MUNICIPALIZADO PROFESSORA SILVIA TUPINAMBA;false;false; true;false;true;true;false;true;false;false;false;0;33044872;Estadual;5,1
389;Itaguai;C M SENADOR TEOTONIO VILELLA; true;false; true;false;true;true;false;true;false;true;false;0;33044970;Municipal;5,9
390;Itaguai;ESCOLA MUNICIPAL ANTONIO TUPINAMBA;false;false; true;false;true;true;false;true;false;false;false;0;33045054;Municipal;5,6
391;Itaguai;E M CEL ALZIRO SANTIAGO;false;false; true;false;false;true;false;true;false;false;false;0;33045135;Municipal;5,2
392;Itaguai;E M DAS ACACIAS;false;false; true;false;true;true;false;true;false;false;true;0;33045151;Municipal;5,4
393;Itaguai;ESCOLA ESTADUAL MUNICIPALIZADA FAZENDA SANTA CANDIDA;false;false; true;false;true;true;false;true;false;true;true;1;33045178;Municipal;5,5
394;Itaguai;ESCOLA ESTADUAL MUNICIPALIZADA SANTA ROSA;false;false; true;false;false;true;false;false;false;true;false;1;33045240;Municipal;6,3
395;Itaguai;ESCOLA MUNICIPAL TEREZA DE ARAUJO SAGARIO;false;false; true;false;true;true;false;true;false;false;false;1;33117381;Municipal;5,2
396;Itaguai;EM ARGENTINA COUTINHO;false;false; true;false;true;true;false;true;false;false;false;1;33158665;Municipal;5,5
397;Itaguai;ESCOLA MUNICIPAL SYLVIA SOUZA SIQUINELI;false;false; true;false;true;true;false;true;false;false;false;0;33162468;Municipal;5
398;Itaguai;ESCOLA MUNICIPAL PROFESSORA YOLANDA RANGEL PEREIRA;false;false; true;false;true;true;false;true;false;false;true;0;33162476;Municipal;5,2
399;Itaguai;EM JOAO VICENTE SOARES;false;false;false;false;true;true;false;true;false;false;false;0;33166480;Municipal;4,6
400;Itaguai;E M PROFESSORA SEVERINA DOS RAMOS DE SOUSA;false; true; true;false;true;true;false;true;false;false;true;0;33228027;Municipal;5,6
401;Itaguai;E M JORGE FLORES DA SILVA;false;false; true;false;true;true;false;true;false;false;true;0;33439281;Municipal;4,7
402;Italva;EM SEVERINO PEREIRA DA SILVA; true;false;false;false;false;true;false;false;false;true;false;0;33001057;Municipal;6,6
403;Italva;E M GLYCERIO SALLES; true; true; true;false;true;true;false;false;false;true;false;0;33001138;Municipal;5,5
404;Itaocara;CE TEOTONIO BRANDAO VILELA - MUNICIPALIZADO; true;false;false;false;true;true;false;false;false;false;false;0;33006059;Municipal;6,5
405;Itaocara;E M DR PERICLES CORREA DA ROCHA; true;false; true;false;false;true;false;false;false;false;false;0;33006474;Municipal;5,3
406;Itaperuna;E M JOSE DE PAULA NOGUEIRA;false;false;false;false;false;true;false;false;false;false;false;0;33001626;Municipal;6
407;Itaperuna;E M SITIO SAO BENEDITO;false;false;false;false;false;true;false;false;false;false;false;0;33001731;Municipal;6,3
409;Itaperuna;ESCOLA MUNICIPAL CAPELINHA;false;false;false;false;false;true;false;true;false;false;false;0;33002444;Municipal;5,1
410;Itaperuna;E M HUMBERTO DE CAMPOS;false;false;false;false;true;true;false;false;false;false;false;0;33001936;Municipal;5,3
411;Itaperuna;E M NOSSA SRA DAS GRACAS;false;false; true;false;true;true;false;true;false;false;false;0;33001987;Municipal;6,2
412;Itaperuna;E M OSCAR JERONIMO DA SILVA;false;false;false;false;true;true;false;false;false;true;false;0;33001995;Municipal;4,8
413;Itaperuna;E M FRANCISCO DE MATTOS LIGIERO;false;false; true;false;true;true;false;true;false;false;false;0;33002053;Municipal;5,9
414;Itaperuna;E M CORREGO DA CHICA;false;false;false;false;true;true;false;false;false;false;false;0;33002169;Municipal;6,2
415;Itaperuna;E M AGUAS CLARAS;false;false;false;false;true;true;false;true;false;true;false;0;33002185;Municipal;6
417;Sumidouro;E M AGUAS CLARAS; true;false;false;false;false;false;false;false;false;false;false;0;33002185;Municipal;6
418;Itaperuna;E M COMENDADOR VENANCIO GARCIA;false;false; true;false;false;true;false;false;false;false;false;0;33002290;Municipal;5,3
419;Itaperuna;E M JOAQUIM DE OLIVEIRA CAMARA;false;false;false;false;true;true;false;true;false;false;true;0;33002967;Municipal;6,6
420;Itaperuna;CIEP BRIZOLAO 264 HENRIETE MORINEAU;false;false; true;false;true;true;true;true;false;true;true;0;33094756;Estadual;5,8
421;Itaperuna;E M CIEP BRIZOLAO 467 HENRIETT AMADO;false;false; true;false;true;true;false;true;false;true;true;0;33096589;Municipal;5,8
422;Itaperuna;E M THEODOMIRO SOUZA COELHO;false;false;false;false;false;true;false;false;false;true;false;0;33099871;Municipal;5,9
423;Itaperuna;EM SANTA PAZ;false;false; true;false;true;true;false;true;false;false;false;0;33159505;Municipal;5,3
424;Itaperuna;ESCOLA MUNICIPAL VALAO DAS FOLHAS II;false;false;false;false;true;true;false;false;false;false;false;0;33185689;Municipal;6
425;Itatiaia;COLEGIO MUNICIPAL ANA ELISA LISBOA GREGORI;false;false; true;false;true;true;false;false;false;true;false;0;33030464;Municipal;6,1
426;Itatiaia;COLEGIO MUNICIPAL REINALDO MAIA SOUTO; true;false; true;false;true;true;false;false;false;true;false;0;33030472;Municipal;6,1
427;Itatiaia;C M DOM OTTORINO ZANON; true;false; true;false;true;true;true;false;false;true;true;1;33030480;Municipal;5,7
428;Itatiaia;E M CAMPO BELO; true;false; true;false;true;true;false;false;false;true;true;1;33030529;Municipal;6,1
429;Itatiaia;COLEGIO MUNICIPAL FERNANDO OCTAVIO XAVIER; true;false; true;false;false;true;false;false;false;true;false;0;33030537;Municipal;5,9
430;Itatiaia;E M JOAQUIM MIGUEL DOS SANTOS; true;false; true;false;true;true;false;true;false;true;true;1;33030553;Municipal;6,4
431;Japeri;ESCOLA MUNICIPAL GOVERNADOR LEONEL DE MOURA BRIZOLA; true;false; true;false;true;true;false;true;false;false;false;0;33052611;Municipal;3,7
432;Japeri;ESCOLA MUNICIPAL VEREADOR PAULO FELIX SAUDADE;false;false; true;false;true;true;false;true;false;true;true;0;33061858;Municipal;4,9
433;Japeri;ESCOLA MUNICIPAL PASTOR IDALECIO; true;false;false;false;false;true;false;false;false;false;false;0;33115010;Municipal;5,1
434;Japeri;ESCOLA MUNICIPAL SANTA TEREZINHA; true;false; true;false;true;true;false;false;false;true;true;0;33118752;Municipal;4,5
435;Japeri;ESCOLA MUNICIPAL TEOFILO CUNHA;false;false; true;false;true;true;false;false;false;false;false;0;33118760;Municipal;3,8
436;Japeri;ESCOLA MUNICIPAL DARCILIO AYRES RAUNHEITTI; true;false; true;false;true;true;false;false;false;false;false;0;33118787;Municipal;4,9
437;Japeri;ESCOLA MUNICIPAL VEREADOR DARIO OLIVEIRA LINS; true;false;false;false;true;true;false;true;false;false;false;0;33153523;Municipal;4,8
438;Laje do Muriae;EM ARY PARREIRAS; true;false; true;false;true;true;false;false;false;true;false;0;33456275;Municipal;5,3
439;Macae;EEM NOSSO SENHOR DOS PASSOS;false;false;false;false;false;true;false;true;false;false;false;0;33015325;Municipal;4,9
440;Macae;CEM COQUINHO; true;false;false;false;true;true;false;false;false;false;false;0;33015406;Municipal;5,9
441;Macae;E E M JACYRA TAVARES DUVAL;false;false;false;false;true;true;false;true;false;false;false;0;33015449;Municipal;6,1
442;Macae;EM JOFFRE FROSSARD;false;false;false;false;false;true;false;false;false;false;false;0;33015465;Municipal;5,6
443;Macae;EM ATERRADO DO IMBURO;false;false;false;false;false;true;false;true;false;true;false;0;33015775;Municipal;5,3
444;Macae;CM JOSE CALIL FILHO; true;false; true;false;false;true;false;false;false;false;false;0;33015830;Municipal;6,3
445;Macae;CM RENATO MARTINS;false;false;false;false;false;true;false;false;false;true;false;0;33015856;Municipal;5,7
446;Macae;EM MARIA CRISTINA CASTELLO BRANCO DA CRUZ;false;false;false;false;false;true;false;true;false;false;false;0;33015872;Municipal;5,7
447;Macae;EEM CORREGO DO OURO;false;false;false;false;true;true;false;false;false;false;false;0;33016240;Municipal;6
448;Macae;CM PEDRO ADAMI; true;false; true;false;true;true;false;false;false;false;true;0;33016321;Municipal;5,7
449;Macae;CEM RAUL VEIGA;false; true;false;false;true;true;false;true;false;false;false;0;33016330;Municipal;6
450;Macae;CEM CAROLINA CURVELLO BENJAMIN; true;false; true;false;true;true;false;true;false;true;true;0;33016356;Municipal;5,9
451;Macae;EEM FANTINA DE MELLO;false;false; true;false;false;true;false;true;false;false;false;0;33016380;Municipal;6,6
452;Macae;CIEP M PROF DARCY RIBEIRO;false;false;false;false;true;true;false;true;false;false;false;0;33100896;Municipal;5,6
453;Macae;CIEP 455 M MARINGA;false; true; true;false;true;true;false;true;false;false;true;0;33100918;Municipal;5,7
454;Macae;EM PROF EDA MOREIRA DAFLON;false;false;false;false;false;true;false;true;false;false;false;0;33100950;Municipal;6,1
455;Macae;EM DOLORES GARCIA RODRIGUEZ;false;false;false;false;false;true;false;false;false;true;false;0;33126330;Municipal;6,7
456;Macae;EPM PROF MARIA ANGELICA RIBEIRO BENJAMIN;false;false;false;false;true;true;false;false;false;true;false;0;33130825;Municipal;6,2
457;Macae;EM PROF NEUZA MARIA DE ALMEIDA;false;false;false;false;true;true;false;true;false;false;false;0;33130850;Municipal;5,6
458;Macae;CM PROF ELZA IBRAHIM; true;false; true; true;true;true;false;false;false;false;false;0;33156972;Municipal;5,9
459;Macae;CM TARCISIO PAES DE FIGUEIREDO; true;false;false;false;true;true;false;true;false;false;false;0;33168342;Municipal;5,5
460;Macae;EM SONIA REGINA DE SOUZA LAPA;false;false;false;false;false;true;false;true;false;false;false;0;33176582;Municipal;6
461;Macae;EM ONILDA MARIA DA COSTA;false;false;false;false;false;true;false;true;false;false;false;0;33548226;Municipal;6,3
462;Macuco;E M PROFª SYLVIA G B BATH ROSAS;false;false; true;false;true;true;false;false;false;true;true;0;33020418;Municipal;5,6
463;Macuco;E M PROF DAVID COELHO DOS SANTOS; true;false; true;false;true;true;false;false;false;true;false;0;33020507;Municipal;5,9
464;Macuco;CIEP MUNICIPALIZADO 473 HONORIO PECANHA; true;false; true; true;true;true;false;true;false;true;true;0;33097259;Municipal;5
465;Mage;E M BARAO DO IRIRI; true;false; true;false;true;true;false;true;false;true;false;0;33052956;Municipal;6
466;Mage;E M DR FRANCISCO RONDINELLI;false;false;false;false;false;true;false;true;false;false;false;0;33052972;Municipal;5,1
467;Mage;E M JOAO RODRIGUES;false;false;false;false;false;true;false;true;false;false;false;0;33053006;Municipal;5,5
468;Resende;E M JOAO RODRIGUES;false;false; true;false;false;true;false;true;false;true;false;0;33053006;Municipal;5,5
469;Mage;E M ARGEMIRO FERREIRA MESTRE CALOMBO;false;false;false;false;false;true;false;true;false;true;false;0;33053022;Municipal;4,9
470;Mage;E M PARQUE BONEVILLE;false;false;false;false;false;true;false;true;false;true;false;0;33053057;Municipal;5,6
471;Mage;E M PROF ADRIANA DA SILVA PIRES;false;false;false;false;false;true;false;false;false;true;false;0;33053065;Municipal;4,7
472;Mage;E M PROF AUREA DA COSTA AYRES;false;false;false;false;false;true;false;true;false;false;false;0;33053073;Municipal;5,9
473;Mage;E M PROF RISOLETA G DA S MATUCK;false;false;false;false;false;true;false;false;false;true;false;0;33053081;Municipal;6,4
474;Mage;E M HORACIO SILVA MELLO FILHO;false;false; true;false;false;true;false;true;false;false;true;0;33053200;Municipal;5,4
475;Mage;E M JOAO ESPERIDIAO DOS SANTOS;false;false;false;false;false;true;false;true;false;false;false;0;33053219;Municipal;5,1
476;Mage;E M DR DOMINGOS BELLIZZI; true;false;false;false;true;true;false;false;false;false;false;0;33053464;Municipal;4,1
477;Mage;E M PROFª ELZA TEIXEIRA DE PAIVA;false;false;false;false;false;true;false;true;false;false;false;0;33053472;Municipal;5,5
478;Mage;E M MANE GARRINCHA;false;false;false;false;false;false;false;false;false;false;false;0;33053529;Municipal;4,7
479;Mage;E M MARIA DA PENHA MARCAL;false;false;false;false;false;true;false;false;false;false;false;0;33053545;Municipal;4,3
480;Mage;E M PROFESSORA RENATA FRANCO PEREIRA; true;false;false;false;false;true;false;false;false;false;false;0;33053553;Municipal;5,1
481;Mage;E M PROF ROSENI DOS SANTOS SILVA;false;false;false;false;true;true;false;false;false;true;false;0;33053570;Municipal;4,4
482;Mage;E M PROF ALICE DA SILVA S DE PAIVA;false;false;false;false;false;true;false;false;false;false;false;0;33053588;Municipal;4,9
483;Mage;E M ANAYDE DE MELLO GUIMARAES;false;false;false;false;false;true;false;false;false;true;false;0;33053723;Municipal;6,2
484;Mage;E M QUARESMA MUNICIPALIZADA;false;false;false;false;false;true;false;false;false;false;false;0;33053812;Municipal;4,8
485;Mage;E M CELSO GOULART; true;false;false;false;false;true;false;true;false;true;false;0;33053820;Municipal;4,7
486;Mage;E M SAO NICOLAU;false;false;false;false;true;true;false;false;false;false;false;0;33053871;Municipal;4,9
487;Mage;E M VEREADOR GERALDO A PEREIRA; true;false; true;false;true;true;false;true;false;true;false;0;33116750;Municipal;5,6
488;Mage;E M PREFEITO MAGID REPANI; true;false; true;false;false;true;false;true;false;true;false;0;33132763;Municipal;5,8
489;Mage;CIEP BRIZOLAO 219 NACAO YANOMAMI - E M ENY DA SILVA MUNICIPALIZADA; true;false;false;false;true;true;false;false;false;false;false;0;33132860;Estadual;4,6
490;Mage;E M DENISE MALINOSKY;false;false;false;false;true;true;false;false;false;false;false;0;33132909;Municipal;5,2
491;Mage;E M COVANCA MUNICIPALIZADA;false;false;false;false;true;true;false;false;false;true;false;0;33138338;Municipal;5,8
492;Mage;E M NOVA SERTAO;false;false;false;false;false;true;false;false;false;false;false;0;33142084;Municipal;5,9
493;Mage;E M AURELIANO COUTINHO;false;false;false;false;true;true;false;false;false;false;false;0;33145717;Municipal;5,4
494;Mage;E M PROFESSORA JUPIRA FERREIRA CORREA;false;false;false;false;true;true;false;true;false;false;false;0;33155011;Municipal;6,1
495;Mage;E M BRUNO RODRIGUES;false;false;false;false;false;true;false;false;false;false;false;0;33456283;Municipal;4,8
496;Mangaratiba;E M ANTONIO CORDEIRO PORTUGAL;false;false; true;false;false;true;false;true;false;false;false;0;33045879;Municipal;5,1
497;Mangaratiba;E M FAZENDA INGAIBA;false;false;false;false;false;true;false;true;false;false;false;0;33045909;Municipal;5,6
498;Mangaratiba;E M PRAIA GRANDE;false;false;false;false;false;true;false;true;false;false;false;0;33046190;Municipal;5,2
499;Marica;ESCOLA MUNICIPALIZADA BARRA DE ZACARIAS; true;false; true;false;true;true;false;true;false;false;true;0;33053936;Municipal;6,2
500;Marica;E M BENVINDO TAQUES HORTA; true;false;false;false;true;true;false;false;false;false;true;0;33053944;Municipal;5,6
501;Marica;ESCOLA MUNICIPALIZADA PINDOBAS; true;false;false;false;false;true;false;false;false;false;false;0;33053987;Municipal;5,5
502;Marica;E M RETIRO;false;false;false;false;true;false;false;false;false;false;false;0;33054002;Municipal;5,4
503;Marica;E M ANTONIO LOPES DA FONTOURA; true;false;false;false;true;true;false;false;false;false;false;0;33054010;Municipal;6,3
504;Marica;E M ANTONIO RUFINO DE SOUZA FILHO;false;false;false;false;false;false;false;false;false;true;true;0;33054029;Municipal;5,2
505;Marica;E M BRASILINA COUTINHO; true;false;false;false;false;true;false;false;false;false;true;0;33054037;Municipal;5,2
506;Marica;ESCOLA MUNICIPAL CARLOS MAGNO LEGENTIL DE MATTOS; true;false;false;false;true;true;false;false;false;false;false;0;33054045;Municipal;5,9
507;Marica;E M MARCUS VINICIUS CAETANO SANTANA; true;false; true;false;false;true;true;true;false;true;true;0;33054053;Municipal;4,5
508;Marica;ESCOLA MUNICIPAL CONEGO BATALHA; true;false;false;false;false;true;false;false;false;false;false;0;33054193;Municipal;5,9
509;Marica;ESCOLA MUNICIPALIZADA DE INOA; true;false;false;false;true;true;false;false;false;false;false;0;33054223;Municipal;5,7
510;Marica;ESCOLA MUNICIPALIZADA MINISTRO LUIS SPARANO; true;false;false;false;false;true;false;true;false;false;false;0;33054231;Municipal;6
511;Marica;EM ALCEBIADES AFONSO VIANA FILHO; true;false;false;false;false;true;false;true;false;true;true;0;33054240;Municipal;5,2
512;Marica;E M PROF ATALIBA DE MACEDO DOMINGUES;false;false; true;false;true;false;false;false;false;true;true;0;33054282;Municipal;5,5
513;Marica;E M VEREADOR OSDEVALDO MARINS DA MATTA; true;false; true;false;true;true;false;false;false;false;false;0;33054304;Municipal;5,5
514;Marica;E M ESPRAIADO;false;false;false;false;false;false;false;false;false;false;false;0;33054320;Municipal;5,9
515;Marica;E M GUARATIBA;false;false;false;false;false;true;false;false;false;true;true;0;33054347;Municipal;6,4
516;Marica;E M JACINTHO LUIZ CAETANO; true;false;false;false;true;true;false;false;false;true;true;0;33054355;Municipal;5,2
517;Marica;E M JOAO PEDRO MACHADO;false;false;false;false;true;true;false;false;false;true;true;0;33054363;Municipal;5,7
518;Marica;E M AMANDA PENA DE A SOARES; true;false; true;false;false;true;false;true;false;false;false;0;33054380;Municipal;5,1
519;Marica;ESCOLA MUNICIPAL PROFESSORA ALCIONE SOARES RANGEL DA SILVA; true;false; true;false;true;true;false;true;false;true;true;0;33054398;Municipal;5,5
520;Marica;E M PROFESSORA DILZA DA SILVA SA REGO; true;false;false;false;true;true;false;true;false;true;true;0;33054401;Municipal;5,5
521;Marica;ESCOLA MUNICIPAL LUCIO THOME GUERRA FETEIRA;false;false;false;false;false;true;false;false;false;false;false;0;33054410;Municipal;5,8
522;Marica;E M REGINALDO DOMINGUES DOS SANTOS; true;false; true;false;false;true;false;true;false;false;true;0;33054444;Municipal;6
523;Marica;E M MARQUES DE MARICA; true;false;false;false;true;true;false;false;false;false;false;0;33097291;Municipal;5,5
524;Marica;E M RITA SAMPAIO CARTAXO;false;false;false;false;false;true;false;true;false;false;true;0;33097305;Municipal;6,6
525;Marica;E M JOAQUIM EUGENIO DOS SANTOS; true;false; true;false;true;true;false;true;false;true;false;0;33102406;Municipal;5,9
526;Marica;E M ALFREDO NICOLAU DA SILVA JUNIOR;false;false;false;false;true;true;false;true;false;false;false;0;33130787;Municipal;5,8
527;Marica;E M MAURICIO ANTUNES DE CARVALHO; true;false; true;false;true;true;false;true;false;false;false;0;33143161;Municipal;5,6
528;Marica;E M DA MATA ATLANTICA; true;false; true;false;true;true;false;false;false;false;false;0;33149194;Municipal;5,9
529;Marica;CAIC ELOMIR SILVA; true;false; true;false;true;true;false;true;false;false;false;0;33151458;Municipal;5
530;Marica;EM MARISA LETICIA LULA DA SILVA; true;false; true;false;true;true;false;false;false;false;false;0;33159190;Municipal;4,9
531;Marica;EM CARLOS MANOEL COSTA LIMA;false;false;false;false;false;true;false;false;false;false;true;0;33181454;Municipal;4,7
532;Marica;EM PROFESSORA ROMILDA DOS SANTOS - ANTIGO IBEC; true;false;false;false;false;true;false;false;false;false;false;0;33181462;Municipal;6
533;Marica;EM MARIA CRISTINA DE LIMA CORREA;false;false;false;false;true;true;false;false;false;true;false;0;33181470;Municipal;6,2
534;Marica;EM ROMILDA NUNES; true;false;false;false;false;true;false;true;false;true;false;0;33181543;Municipal;5,5
535;Marica;EM ANISIO TEIXEIRA; true;false;false;false;true;true;false;false;false;false;false;0;33183996;Municipal;6,2
536;Marica;E M PROFESSORA DIRCE MARINHO GOMES;false;false;false;false;true;true;false;false;false;true;true;0;33456291;Municipal;6,4
537;Mendes;E M AMELIA DE LIMA E SILVA;false;false;false;false;true;true;false;true;false;false;false;0;33038244;Municipal;5,1
538;Mendes;E M PREFEITO JOAO GURITO;false;false;false;false;true;true;false;true;false;false;false;0;33038309;Municipal;6,4
539;Mendes;E M MARIA SEMEDO DE ANDRADE;false;false;false;false;true;true;false;true;false;false;false;0;33038392;Municipal;5,4
540;Mendes;E M ANESIO FROTA AGUIAR;false;false;false;false;false;true;false;false;false;false;false;0;33153302;Municipal;6,4
541;Mesquita;CIEP MUNICIPAL PADRE NINO MIRALDI;false;false;false;false;true;true;false;true;false;true;false;0;33061092;Municipal;5,3
542;Mesquita;E M MARCIO CAULINO;false;false;false;false;false;true;false;false;false;false;false;0;33061327;Municipal;5,4
544;Mesquita;ESCOLA MUNICIPAL PROFESSOR QUIRINO;false;false;false;false;false;true;false;false;false;true;false;0;33061343;Municipal;5,4
545;Mesquita;E M PROFESSOR SAMUEL DE SOUZA MACIEL;false;false; true;false;false;true;false;true;false;true;false;0;33131406;Municipal;5,8
546;Mesquita;E M GENAIR RAMOS GABRIEL;false;false;false;false;false;true;false;true;false;false;false;0;33138877;Municipal;5
547;Mesquita;E M CRUZEIRO DO SUL;false;false;false;false;false;true;false;true;false;true;false;0;33138893;Municipal;5,9
548;Mesquita;E M VEREADOR AMERICO DOS SANTOS;false; true; true;false;true;true;true;true;false;false;false;0;33138907;Municipal;5,3
549;Mesquita;E M MACHADO DE ASSIS;false;false;false;false;true;true;false;true;false;false;false;0;33155194;Municipal;5,2
551;Miguel Pereira;E M FELICIO BASTOS;false;false; true;false;false;true;false;true;false;false;false;0;33038503;Municipal;5,5
552;Miguel Pereira;E M PANTREZINA; true;false;false;false;false;true;false;false;false;true;false;0;33038570;Municipal;5,7
553;Miguel Pereira;E M PROF CORNELIO JOSE F NETO;false;false; true;false;false;true;false;false;false;true;false;0;33038678;Municipal;6,7
554;Miguel Pereira;E M ROBERTO DE ALMEIDA;false;false;false;false;false;true;false;false;false;true;false;0;33038694;Municipal;5,6
555;Miguel Pereira;E M STA BARBARA;false;false; true;false;false;true;false;false;false;true;false;0;33038813;Municipal;5,9
556;Miguel Pereira;E M SAO JUDAS TADEU;false;false;false;false;true;true;false;true;false;true;false;0;33142602;Municipal;5,8
557;Nova Friburgo;E M SAO JUDAS TADEU; true;false;false;false;true;true;false;true;false;false;false;0;33142602;Municipal;5,8
558;Miracema;E M CAP JOAO BUENO; true;false;false;false;true;true;false;true;false;true;false;0;33006695;Municipal;7,7
559;Miracema;E M GENUINO ANTUNES DE SIQUEIRA;false;false; true;false;false;true;false;false;false;false;true;1;33006725;Municipal;6,6
560;Miracema;E M PEDRO HENRIQUE SOARES; true;false; true;false;false;true;false;false;false;true;true;2;33006768;Municipal;5,3
561;Miracema;E M ASSAD JOAO;false;false; true;false;true;true;false;true;false;false;false;2;33007144;Municipal;6,6
562;Miracema;E M SILVESTRE MERCANTE; true;false; true;false;true;true;false;true;false;false;true;2;33007233;Municipal;6,6
563;Miracema;E M PROF SOLANGE COUTINHO MOREIRA;false;false; true;false;true;true;false;true;false;true;true;0;33141797;Municipal;7,7
564;Miracema;ESCOLA MUNICIPAL PROFESSOR DARCY ANNIBAL;false;false;false;false;false;true;false;false;false;true;false;2;33186790;Municipal;7,2
565;Miracema;EM SONIA DO AMARAL TORRES; true;false; true;false;true;true;false;true;false;false;true;1;33520259;Municipal;6
566;Natividade;ESCOLA CRECHE MUNICIPAL NORBERTO MARQUES; true;false;false;false;false;true;false;false;false;false;false;0;33003440;Municipal;5,3
567;Natividade;ESCOLA CRECHE MUNICIPAL JOAO FERNANDES;false;false;false;false;false;true;false;true;false;false;false;1;33003602;Municipal;4,7
568;Natividade;ESCOLA CRECHE MUNICIPAL JOAO RODRIGUES FRANCA; true;false; true;false;false;true;false;false;false;true;false;1;33003750;Municipal;5,9
569;Nilopolis;CIEP 136 PROFESSORA STELLA DE QUEIROZ PINHEIRO;false;false; true;false;true;true;false;true;false;true;true;0;33054525;Estadual;6,4
570;Nilopolis;E M PROFESSOR WASHINGTON BITTENCOURT;false;false;false;false;true;true;false;true;false;true;false;0;33054614;Municipal;4,6
571;Nilopolis;ESCOLA MUNICIPAL COMPANHEIROS DE MARYLAND;false;false; true;false;true;true;false;true;false;true;true;0;33054738;Municipal;5,3
572;Nilopolis;ESCOLA MUNICIPAL DR NILO PECANHA; true;false; true;false;true;true;false;true;false;true;true;0;33054746;Municipal;4,8
573;Nilopolis;ESCOLA MUNICIPAL PROFESSORA EDYR RIBEIRO;false;false; true;false;true;true;false;true;true;false;false;0;33054754;Municipal;5,8
574;Nilopolis;ESCOLA MUNICIPAL MARIA DA CONCEICAO CARDOSO;false;false;false;false;false;true;false;true;false;false;false;0;33054762;Municipal;5
575;Nilopolis;ESCOLA MUNICIPAL PAUL HARRIS;false;false; true;false;true;true;false;true;false;true;true;0;33054770;Municipal;5,1
576;Nilopolis;ESCOLA MUNICIPAL PROFESSOR JOSE D ALESSANDRO; true; true; true;false;true;true;false;true;true;false;true;0;33054789;Municipal;5,2
577;Nilopolis;CIEP BRIZOLAO 028 SILVESTRE DAVID DA SILVA CABANA;false;false; true;false;true;true;false;true;false;true;true;0;33054975;Estadual;4,2
578;Nilopolis;ESCOLA MUNICIPAL CONSUELO ESTRUC SILVA;false;false; true;false;true;true;false;true;false;false;false;0;33055041;Municipal;5,2
579;Nilopolis;ESCOLA MUNICIPAL CORONEL ANTONIO BENIGNO RIBEIRO;false;false; true;false;false;true;false;true;false;true;false;0;33055050;Municipal;5
580;Nilopolis;ESCOLA MUNICIPAL VEREADOR ORLANDO HUNGRIA;false;false; true;false;true;true;false;true;false;true;false;0;33055068;Municipal;4,9
581;Nilopolis;ESCOLA MUNICIPAL POETA CARLOS DRUMMOND DE ANDRADE;false;false; true;false;true;true;false;true;false;true;false;0;33097364;Municipal;5,2
582;Nilopolis;ESCOLA MUNICIPAL MARGARIDA FERNANDES SABINO;false; true; true;false;true;true;false;true;false;true;true;0;33097399;Municipal;5,5
583;Nilopolis;ESCOLA MUNICIPAL SAGRADO CORACAO DE JESUS;false;false; true;false;false;true;false;true;false;true;false;0;33097402;Municipal;5,6
584;Niteroi;E E DOM JOSE PEREIRA ALVES;false;false; true;false;false;true;false;true;false;true;true;0;33056366;Municipal;5
585;Niteroi;E M DEMENCIANO ANTONIO DE MOURA;false;false; true;false;true;true;false;false;false;true;false;0;33056374;Municipal;5,9
586;Niteroi;E M DR ANTONIO COUTINHO DE AZEVEDO;false;false; true;false;true;true;true;true;false;true;true;0;33056382;Municipal;6,1
587;Niteroi;E M FELISBERTO DE CARVALHO;false;false; true;false;false;true;false;true;false;false;true;0;33056447;Municipal;6,2
588;Niteroi;E M JACINTA MEDELA;false;false;false;false;true;true;false;false;false;false;false;0;33056463;Municipal;5,3
589;Niteroi;E M DJALMA COUTINHO DE OLIVEIRA;false;false; true;false;false;true;false;true;false;true;true;0;33056633;Municipal;5,7
590;Niteroi;E M ADELINO MAGALHAES; true;false; true;false;true;true;true;false;false;false;false;0;33056641;Municipal;5,5
591;Niteroi;E M PROFESSOR HORACIO PACHECO;false;false; true;false;false;true;false;true;false;false;false;0;33056676;Municipal;5
592;Niteroi;E M DR ALBERTO FRANCISCO TORRES; true; true; true;false;true;true;false;true;false;false;false;0;33056706;Municipal;5,6
593;Niteroi;E M JOAO BRAZIL; true; true;false;false;true;true;true;false;false;false;false;0;33056757;Municipal;5,2
594;Niteroi;E M JOSE DE ANCHIETA; true; true; true;false;true;true;false;true;false;false;true;0;33059810;Municipal;4,6
595;Nova Iguaçu;E M JOSE DE ANCHIETA;false;false;false;false;true;true;false;true;false;true;false;0;33059810;Municipal;4,6
596;Niteroi;E M MESTRA FININHA;false;false; true;false;true;true;false;true;true;false;false;0;33056811;Municipal;6
