index;NO_MUNICIPIO;NO_ENTIDADE;IN_BIBLIOTECA;IN_LABORATORIO_CIENCIAS;IN_LABORATORIO_INFORMATICA;IN_PISCINA;IN_QUADRA_ESPORTES;IN_REFEITORIO;IN_SALA_ATELIE_ARTES;IN_SALA_LEITURA;IN_ACESSIBILIDADE_ELEVADOR;IN_INTERNET_APRENDIZAGEM;IN_ACESSO_INTERNET_COMPUTADOR;QT_PROF_PSICOLOGO;Código da Escola;Rede;IDEB
0;Angra dos Reis;E M ALEXINA LOWNDES; true;false;false;false;true;true;false;false;false;false;true;0;33036748;Municipal;6,1
1;Angra dos Reis;E M PROF AMELIA ARAUJO LAGE; true;false; true;false;false;false;false;false;false;false;false;0;33036772;Municipal;5
2;Angra dos Reis;E M DR LAURO TRAVASSOS; true;false;false;false;false;false;false;false;false;false;false;0;33036780;Municipal;6
3;Angra dos Reis;E M FREI FERNANDO GEURTSE; true;false;false;false;false;true;false;false;false;true;false;0;33036799;Municipal;6,5
4;Angra dos Reis;E M FRANCISCO XAVIER BOTELHO; true;false;false;false;false;true;false;false;false;false;false;0;33036802;Municipal;5,8
5;Angra dos Reis;E M POETA CARLOS D DE ANDRADE;false;false;false;false;false;false;false;false;false;false;false;0;33036837;Municipal;6
6;Angra dos Reis;E M PROF ANTONIO JOSE NOVAES JORDAO; true;false;false;false;false;true;false;false;false;true;true;0;33036853;Municipal;6,3
7;Angra dos Reis;E M PROF JOSE AMERICO LOMEU BASTOS; true;false;false;false;true;true;false;false;false;false;false;0;33036861;Municipal;6,2
8;Angra dos Reis;E M BRIGADEIRO NOBREGA; true; true; true;false;false;true;false;false;false;false;false;0;33037000;Municipal;6,4
9;Angra dos Reis;E M ALMIRANTE TAMANDARE; true;false; true;false;true;true;false;false;false;true;false;0;33050589;Municipal;5,4
10;Duque de Caxias;E M ALMIRANTE TAMANDARE;false;false; true;false;false;true;false;false;false;true;false;0;33050589;Municipal;5,4
11;Petropolis;E M ALMIRANTE TAMANDARE;false;false;false;false;false;true;false;true;false;true;false;0;33050589;Municipal;5,4
12;Angra dos Reis;EM AUREA PIRES DA GAMA; true;false;false;false;false;false;false;false;false;false;false;0;33037060;Municipal;5,2
13;Angra dos Reis;E M CACIQUE CUNHABEBE;false;false; true;false;false;false;false;true;false;false;false;0;33037078;Municipal;4,8
14;Angra dos Reis;E M DR ORLANDO GONCALVES;false;false;false;false;true;true;false;false;false;true;false;0;33037094;Municipal;5,6
15;Angra dos Reis;E M FREI JOAO MOREIRA; true;false;false;false;true;true;false;true;false;true;false;0;33037108;Municipal;5,9
16;Angra dos Reis;E M CECILIA MARA EDILEUS VIEIRA;false;false;false;false;false;false;false;false;false;false;false;0;33037116;Municipal;5,8
17;Angra dos Reis;E M MAURO SERGIO DA CUNHA; true;false; true;false;true;true;false;false;false;false;false;0;33037132;Municipal;4,8
18;Angra dos Reis;E M PREFEITO FRANCISCO PEREIRA ROCHA; true;false; true;false;false;true;false;false;false;true;true;0;33037140;Municipal;5,5
19;Angra dos Reis;E M PROF FRANCISCO DE A OLIVEIRA DINIZ;false;false;false;false;false;true;false;false;false;false;false;0;33037183;Municipal;6
20;Angra dos Reis;E M TEREZA PINHEIRO DE ALMEIDA; true;false; true;false;false;false;false;false;false;false;false;0;33037221;Municipal;5,7
21;Angra dos Reis;E M CEL JOAO PEDRO ALMEIDA; true;false; true;false;false;false;false;false;false;false;false;0;33037272;Municipal;5,5
22;Angra dos Reis;E M RAUL POMPEIA; true;false; true;false;true;true;false;false;true;false;false;0;33037310;Municipal;5,2
23;Angra dos Reis;E M INACIO DURING; true;false; true;false;false;true;false;false;false;true;false;0;33037361;Municipal;5,5
25;Angra dos Reis;E M PEDRO SOARES; true;false;false;false;true;true;false;false;false;false;false;0;33037450;Municipal;4,5
26;Angra dos Reis;E M AYRTON SENNA DA SILVA;false;false;false;false;false;true;false;true;false;false;false;0;33047413;Municipal;4,4
27;Belford Roxo;E M AYRTON SENNA DA SILVA;false; true; true;false;false;true;false;true;false;true;false;0;33047413;Municipal;4,4
28;Angra dos Reis;E M PROF TANIA RITA DE O TEIXEIRA; true;false;false;false;true;false;false;false;false;false;false;0;33098069;Municipal;5
29;Angra dos Reis;E M CORNELIS VEROLME; true;false; true;false;true;true;false;false;true;false;false;0;33153540;Municipal;5,8
30;Angra dos Reis;E M ZITA DE OLIVEIRA SOARES;false;false;false;false;false;true;false;true;true;false;false;0;33177813;Municipal;5,4
31;Angra dos Reis;E M MANOEL RAMOS; true;false; true;false;false;true;false;true;true;true;false;0;33439389;Municipal;6
32;Aperibe;E M ROMULO SARDINHA; true;false; true;false;true;true;false;false;false;true;true;0;33004838;Municipal;5,6
33;Aperibe;ESCOLA MUNICIPAL CASIMIRO MOREIRA DA FONSECA; true;false; true; true;false;true;false;true;false;true;true;0;33166323;Municipal;5,9
34;Araruama;ESCOLA MUNICIPAL VEREADOR ALCEBIADES CARVALHO DAS FLORES; true;false;false;false;true;true;false;true;false;false;false;0;33026491;Municipal;5,1
35;Araruama;E M ANTONIO ANDRADE MULLER; true;false;false;false;false;true;false;false;false;false;false;0;33026505;Municipal;5,7
36;Araruama;E M ECOLOGICA PROFESSOR FABIO SIQUEIRA;false;false;false;false;false;true;false;false;false;false;false;0;33026670;Municipal;4,4
37;Araruama;E M VEREADOR MOYSES RAMALHO; true;false; true;false;true;true;false;true;false;false;true;1;33026696;Municipal;5,6
38;Araruama;COLEGIO MUNICIPAL HONORINO COUTINHO; true;false; true;false;true;true;true;true;false;true;false;0;33026815;Municipal;5,3
39;Araruama;E M JOAQUINA DE OLIVEIRA RANGEL; true;false; true;false;true;true;false;true;false;false;false;0;33026963;Municipal;4,9
40;Araruama;E M FAUSTINA SILVA DE CARVALHO; true;false;false;false;true;true;false;false;false;false;false;0;33125473;Municipal;4,1
41;Araruama;E M ANDERSON DOMINGUES DE OLIVIERA;false;false; true;false;true;true;false;true;false;false;false;0;33130817;Municipal;5,3
42;Araruama;E M JOAO BRITO DE SOUZA; true;false; true;false;false;true;false;false;false;false;true;0;33132151;Municipal;5,5
43;Araruama;ESCOLA MUNICIPAL TONINHO SENRA;false;false;false;false;true;true;false;true;false;false;false;0;33145822;Municipal;4,3
44;Araruama;SARA URRUTIA BAPTISTA;false;false; true;false;true;true;false;true;false;false;false;0;33145946;Municipal;5,4
45;Araruama;VEREADOR EDEMUNDO PEREIRA DE SA CARVALHO; true;false;false;false;true;true;false;false;false;false;true;0;33158363;Municipal;4,8
46;Araruama;E M PROFESSORA HEGLAUCIA MARIA DE MELLO MATTA;false;false;false;false;true;true;false;true;false;false;false;0;33167320;Municipal;5
47;Araruama;EM THIOPHYLA SOARES DE BRAGANCA;false;false;false;false;true;true;false;false;false;false;false;0;33170258;Municipal;4,2
48;Araruama;PRACA ESCOLA MUNICIPAL MARCOS HERON CORREA; true;false; true;false;true;true;false;true;false;true;false;0;33189013;Municipal;5,5
49;Areal;E M MANOEL BAPTISTA DE ANDRADE;false;false;false;false;true;true;false;false;false;true;false;0;33016925;Municipal;7,4
50;Areal;E M RENATO FEO DE ALMEIDA; true;false; true;false;false;true;false;false;false;true;true;0;33150290;Municipal;5,2
51;Barra do Pirai;E E M HELIO CRUZ DE OLIVEIRA;false;false; true;false;false;true;false;false;false;true;true;0;33034460;Municipal;5,9
52;Barra do Pirai;EEM PROFESSOR JEHOVAH SANTOS; true;false; true;false;false;true;false;false;false;true;true;0;33034532;Municipal;6,5
53;Barra do Pirai;E M AMERICA BARBOSA DA SILVA;false;false; true;false;false;true;false;false;false;true;true;0;33034583;Municipal;6,5
54;Barra do Pirai;E M MANOEL FONSECA;false;false; true;false;false;true;false;false;false;true;true;0;33034613;Municipal;5,7
55;Barra do Pirai;E M MARIA GONZAGA DE OLIVEIRA;false;false; true;false;false;true;false;false;false;true;true;0;33034621;Municipal;6,1
56;Barra do Pirai;E M MIGUEL VASCONCELOS;false;false;false;false;false;false;false;false;false;true;false;0;33034648;Municipal;6
57;Barra do Pirai;E M PROF AMELIA DE JESUS LISBOA;false;false; true;false;false;true;false;false;false;false;true;0;33034664;Municipal;6,1
58;Barra do Pirai;J I MUL ISMAEL; true;false; true;false;false;true;false;true;false;true;true;0;33034737;Municipal;5,6
59;Barra do Pirai;J I MUL PROF NEWTON ROCHA BRANDAO;false;false; true;false;false;true;false;false;false;false;false;0;33034796;Municipal;5,4
60;Barra do Pirai;CIEP BRIZOLAO 428 DONA MARIANA COELHO MUNICIPALIZADO; true; true; true;false;true;true;false;true;false;true;true;0;33094411;Estadual;5,1
61;Barra do Pirai;E M JORGE DE FREITAS TINOCO;false;false; true;false;false;true;false;true;false;true;false;0;33167419;Municipal;5
62;Barra Mansa;CIEP 054 PROFESSORA MARIA JOSE MACHADO DE CARVALHO;false; true; true;false;true;true;false;true;false;true;true;0;33029334;Estadual;5,3
63;Barra Mansa;COLEGIO MUNICIPAL ANTONIO PEREIRA BRUNO; true;false; true;false;false;false;false;false;false;false;false;0;33029415;Municipal;6,5
64;Barra Mansa;COLEGIO MUNICIPAL PREFEITO MARCELLO DRABLE;false;false; true;false;true;true;false;true;false;true;true;0;33029458;Municipal;5,5
65;Barra Mansa;COLEGIO MUNICIPAL WASHINGTON LUIZ; true; true; true;false;true;true;false;true;false;false;false;0;33029474;Municipal;5,8
66;Barra Mansa;ESCOLA MUNICIPAL BAIRRO CAJUEIROS;false;false;false;false;false;true;false;true;false;false;false;0;33029601;Municipal;6,5
67;Barra Mansa;ESCOLA MUNICIPAL LEONEL DE MOURA BRIZOLA;false;false; true;false;false;true;false;true;false;true;true;0;33029636;Municipal;5,7
68;São João de Meriti;ESCOLA MUNICIPAL LEONEL DE MOURA BRIZOLA;false;false; true;false;true;true;false;true;false;true;true;0;33029636;Municipal;5,7
69;Barra Mansa;ESCOLA MUNICIPAL EULALIA GOUVEA PEREIRA; true;false;false;false;false;true;false;false;false;false;false;0;33029687;Municipal;5,4
70;Barra Mansa;ESCOLA MUNICIPAL REGINALDO ARAUJO;false;false; true;false;true;true;false;true;false;true;false;0;33029695;Municipal;6,9
71;Barra Mansa;ESCOLA MUNICIPAL ROTARY CLUBE;false;false;false;false;false;true;false;true;false;true;false;0;33029709;Municipal;5,5
72;Barra Mansa;ESCOLA MUNICIPAL SANTO ANTONIO;false;false;false;false;false;true;false;false;false;true;false;0;33029725;Municipal;5,4
73;Barra Mansa;ESCOLA MUNICIPAL SANTO ANTONIO;false;false;false;false;false;true;false;false;false;true;false;0;33093318;Municipal;5
74;Japeri;ESCOLA MUNICIPAL SANTO ANTONIO;false;false; true;false;false;true;false;false;false;false;false;0;33029725;Municipal;5,4
75;Japeri;ESCOLA MUNICIPAL SANTO ANTONIO;false;false; true;false;false;true;false;false;false;false;false;0;33093318;Municipal;5
76;São João de Meriti;ESCOLA MUNICIPAL SANTO ANTONIO;false;false;false;false;false;true;false;false;false;false;false;0;33029725;Municipal;5,4
77;São João de Meriti;ESCOLA MUNICIPAL SANTO ANTONIO;false;false;false;false;false;true;false;false;false;false;false;0;33093318;Municipal;5
78;Barra Mansa;ESCOLA MUNICIPAL ADELAIDE DUARTE FLORES;false;false;false;false;false;true;false;true;false;true;false;0;33029776;Municipal;4,6
79;Barra Mansa;ESCOLA MUNICIPAL CARLOS AUGUSTO HAASIS;false;false;false;false;false;true;false;true;false;false;false;0;33029814;Municipal;5,5
80;Barra Mansa;ESCOLA MUNICIPAL DOUTOR DJAIR MACHADO GOMES;false; true; true;false;true;true;false;true;false;false;true;0;33029857;Municipal;5,9
81;Barra Mansa;ESCOLA MUNICIPAL INDEPENDENCIA E LUZ;false;false; true;false;false;true;false;true;false;true;false;0;33029903;Municipal;5,5
82;Barra Mansa;ESCOLA MUNICIPAL IRACEMA PAMPLONA CHIESSE;false; true; true;false;true;true;false;true;false;true;false;0;33029911;Municipal;5,8
83;Barra Mansa;COLEGIO MUNICIPAL JOAQUIM RODRIGUES PEIXOTO JUNIOR;false;false; true;false;true;true;false;false;false;false;false;0;33029938;Municipal;5,4
84;Barra Mansa;ESCOLA MUNICIPAL LIONS;false;false; true;false;false;true;false;true;false;true;true;0;33029954;Municipal;6,1
85;Barra Mansa;COLEGIO MUNICIPAL PREFEITO LEONISIO SOCRATES BATISTA;false;false; true;false;true;true;false;true;false;false;false;0;33030006;Municipal;5,7
86;Barra Mansa;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES;false;false; true;false;false;true;false;true;false;false;true;0;33030022;Municipal;5,8
87;Barra Mansa;ESCOLA MUNICIPAL PROFESSOR HENRIQUE ZAMITH;false;false; true;false;false;true;false;true;false;false;false;0;33030030;Municipal;5,6
88;Barra Mansa;ESCOLA MUNICIPAL PROFESSOR MOACYR ARTHUR CHIESSE;false;false; true;false;true;true;false;true;false;true;false;0;33030049;Municipal;5,8
89;Barra Mansa;ESCOLA ESTADUAL MUNICIPALIZADA SANTA RITA;false;false; true;false;false;true;false;true;false;true;true;0;33030065;Municipal;4,8
90;Barra Mansa;ESCOLA MUNICIPAL VENERAVEL HUMBERTO AMARAL;false;false;false;false;false;true;false;true;false;true;false;0;33030103;Municipal;4,9
91;Barra Mansa;ESCOLA MUNICIPAL BARTHOLOMEU ANACLETO;false; true;false;false;true;true;false;true;false;false;false;0;33030294;Municipal;6
92;Barra Mansa;ESCOLA ESTADUAL MUNICIPALIZADA RIALTO; true; true; true;false;false;true;false;true;false;true;false;0;33030405;Municipal;5,4
93;Barra Mansa;CIEP 483 ADA BOGATO; true;false; true;false;true;true;false;true;false;true;true;0;33101000;Estadual;5,6
94;Barra Mansa;ESCOLA MUNICIPAL JAHYRA FONSECA DRABLE;false; true;false;false;true;true;false;true;false;true;false;0;33121516;Municipal;5
95;Belford Roxo;CIEP MUNICIPALIZADO 177 CONSTANTINO REIS; true;false; true;false;true;true;false;true;false;false;true;0;33046506;Municipal;4,4
96;Belford Roxo;CIEP MUNICIPALIZADO 315 GRANDE OTHELO; true;false;false;false;true;true;false;true;false;false;false;0;33046611;Municipal;4
97;Belford Roxo;CIEP MUNICIPALIZADO MINISTRO GUSTAVO CAPANEMA;false;false; true;false;true;true;false;true;false;false;false;0;33046638;Municipal;4,5
98;Belford Roxo;E M ALEJANDRO FERNANDEZ NUNEZ; true;false;false;false;true;true;false;true;false;false;false;0;33047383;Municipal;5,7
99;Belford Roxo;E M ALVARO LISBOA BRAGA;false;false;false;false;false;true;false;true;false;false;false;0;33047391;Municipal;5,4
100;Belford Roxo;E M AMELIA RICCI BARONI; true;false; true;false;true;true;false;true;false;true;false;0;33047405;Municipal;4,1
101;Belford Roxo;E M BELFORD ROXO;false; true;false;false;true;true;false;true;false;true;false;0;33047430;Municipal;5,4
102;Belford Roxo;E M CAPELA SAO JOSE;false;false; true;false;false;true;false;true;false;true;false;0;33047456;Municipal;6,8
103;Belford Roxo;ESCOLA MUNICIPAL CASEMIRO MEIRELLES;false;false;false;false;false;true;false;false;false;false;false;0;33047464;Municipal;5,2
104;Belford Roxo;E M CONDESSA INFANTE;false;false; true;false;false;true;false;true;false;false;false;0;33047472;Municipal;5
105;Belford Roxo;E M ERNESTO PINHEIRO BARCELLOS;false;false;false;false;false;true;false;true;false;false;false;0;33047537;Municipal;5,7
106;Belford Roxo;ESCOLA MUNICIPAL HELIOPOLIS;false; true; true;false;true;true;false;true;false;false;true;0;33047553;Municipal;5,5
107;Belford Roxo;E M IMACULADA CONCEICAO;false; true;false;false;false;true;false;true;false;false;false;0;33047561;Municipal;5,8
108;Belford Roxo;E M IMACULADA CONCEICAO;false; true;false;false;false;true;false;true;false;false;false;0;33050139;Municipal;5,5
109;Duque de Caxias;E M IMACULADA CONCEICAO; true;false; true;false;true;true;false;true;false;false;true;0;33047561;Municipal;5,8
110;Duque de Caxias;E M IMACULADA CONCEICAO; true;false; true;false;true;true;false;true;false;false;true;0;33050139;Municipal;5,5
111;Belford Roxo;E M JORGE AYRES DE LIMA;false; true;false;false;true;true;false;true;false;false;false;0;33047618;Municipal;4,5
112;Belford Roxo;E M JOSE MARIANO DOS PASSOS;false;false; true;false;false;true;false;true;false;true;false;0;33047634;Municipal;4,9
113;Belford Roxo;E M MIGUEL ANGELO LEONE; true;false; true;false;true;true;false;true;false;false;false;0;33047669;Municipal;4,9
114;Belford Roxo;E M NOSSA SENHORA DE FATIMA; true;false; true;false;true;true;false;true;false;true;true;0;33018600;Municipal;6,1
116;Três Rios;E M NOSSA SENHORA DE FATIMA;false;false;false;false;true;true;false;false;false;false;false;0;33018600;Municipal;6,1
117;Belford Roxo;E M PROF PARIS;false;false; true;false;true;true;false;true;false;true;true;0;33047731;Municipal;5
118;Belford Roxo;E M RUDA IGUATEMI VILLANOVA;false;false;false;false;false;true;false;true;false;false;false;0;33047774;Municipal;5,1
119;Belford Roxo;E M SAO BENTO;false;false; true;false;false;true;false;true;false;false;false;0;33047782;Municipal;4,3
120;Belford Roxo;E M SEBASTIAO HERCULANO DE MATTOS;false;false; true;false;true;true;false;true;false;false;true;0;33047790;Municipal;5,5
121;Belford Roxo;E M TENENTE MOZART PEREIRA DOS SANTOS;false;false;false;false;true;true;false;true;false;false;false;0;33047839;Municipal;5
122;Belford Roxo;E M WALTER BORGHI;false;false;false;false;false;true;false;false;false;false;false;0;33047871;Municipal;5,1
123;Belford Roxo;E M DE EDUCACAO ESPECIAL ALBERT SABIN;false;false;false;false;true;true;false;true;false;false;false;2;33047952;Municipal;4,8
124;Belford Roxo;E M TENENTE VALMOR LYNCH VALENCA;false; true; true;false;true;true;false;true;false;false;false;0;33093911;Municipal;5
125;Belford Roxo;E M JOSE PINTO TEIXEIRA;false;false;false;false;true;true;false;true;false;false;false;0;33094314;Municipal;4,9
126;Belford Roxo;E M SANTA CRUZ; true;false; true;false;false;true;false;true;false;false;false;0;33096643;Municipal;4,6
128;Belford Roxo;E M SAO FRANCISCO DE ASSIS;false;false;false;false;true;true;false;true;false;false;false;0;33096996;Municipal;5
129;Cachoeiras de Macacu;E M SAO FRANCISCO DE ASSIS; true;false; true;false;false;true;true;false;false;false;false;0;33096996;Municipal;5
130;São Pedro da Aldeia;E M SAO FRANCISCO DE ASSIS;false;false;false;false;false;true;false;true;false;false;false;0;33096996;Municipal;5
131;Belford Roxo;CIEP MUNICIPALIZADO 217 EDIVAL GUEIROS VIDAL;false;false; true;false;true;true;false;true;false;false;false;0;33098115;Municipal;3,7
132;Belford Roxo;E M IRMA MARIA FILOMENA LOPES FILHA;false;false; true;false;false;true;false;true;false;false;false;0;33125538;Municipal;4,9
133;Belford Roxo;E M PROFª MARCIA DE BRITO;false;false; true;false;true;true;false;true;false;false;true;0;33132542;Municipal;4,3
134;Belford Roxo;E M PROFESSORA MARIA DAS DORES FUJJI DA SILVA;false;false;false;false;true;true;false;true;false;false;false;0;33144036;Municipal;5,6
135;Belford Roxo;E M SARGENTO EUCLIDES ALVES DE ARAUJO;false;false; true;false;false;true;false;false;false;true;false;0;33144060;Municipal;5,8
136;Belford Roxo;E M JULIO CESAR DE ANDRADE GONCALVES;false;false;false;false;true;true;false;true;false;false;false;0;33151652;Municipal;4,6
137;Belford Roxo;E M PASTOR RUBENS DE CASTRO;false;false; true;false;false;true;false;true;false;false;false;0;33151679;Municipal;5
138;Belford Roxo;E M DEPUTADO OSWALDO LIMA;false;false;false;false;true;true;false;true;false;false;false;0;33158959;Municipal;5,4
139;Belford Roxo;E M PRISCILA BOUCAS VILLANOVA;false;false;false;false;false;true;false;true;false;false;false;0;33172196;Municipal;5,4
140;Belford Roxo;E M BISPO MOACYR DE OLIVEIRA; true;false;false;false;true;true;false;true;false;false;false;0;33186480;Municipal;5,9
141;Belford Roxo;E M PROF ALCIDES CABRAL DE FREITAS;false;false;false;false;true;true;false;true;false;false;false;0;33186782;Municipal;4,5
142;Belford Roxo;E M PAULO FREIRE;false;false;false;false;false;true;false;true;false;false;false;0;33445249;Municipal;5,7
143;Belford Roxo;E M PAULO FREIRE;false;false;false;false;false;true;false;true;false;false;false;0;33226008;Municipal;5
144;Belford Roxo;E M PAULO FREIRE;false;false;false;false;false;true;false;true;false;false;false;0;33132020;Municipal;4,2
145;Mage;E M PAULO FREIRE;false; true;false;false;false;true;false;false;false;true;false;0;33445249;Municipal;5,7
146;Mage;E M PAULO FREIRE;false; true;false;false;false;true;false;false;false;true;false;0;33226008;Municipal;5
147;Mage;E M PAULO FREIRE;false; true;false;false;false;true;false;false;false;true;false;0;33132020;Municipal;4,2
148;Niteroi;E M PAULO FREIRE; true; true; true;false;true;true;false;true;true;false;false;0;33445249;Municipal;5,7
149;Niteroi;E M PAULO FREIRE; true; true; true;false;true;true;false;true;true;false;false;0;33226008;Municipal;5
150;Niteroi;E M PAULO FREIRE; true; true; true;false;true;true;false;true;true;false;false;0;33132020;Municipal;4,2
151;Pinheiral;E M PAULO FREIRE;false;false; true;false;false;true;false;true;false;false;true;0;33445249;Municipal;5,7
152;Pinheiral;E M PAULO FREIRE;false;false; true;false;false;true;false;true;false;false;true;0;33226008;Municipal;5
153;Pinheiral;E M PAULO FREIRE;false;false; true;false;false;true;false;true;false;false;true;0;33132020;Municipal;4,2
154;Queimados;E M PAULO FREIRE;false;false; true;false;true;true;false;true;false;false;false;0;33445249;Municipal;5,7
155;Queimados;E M PAULO FREIRE;false;false; true;false;true;true;false;true;false;false;false;0;33226008;Municipal;5
156;Queimados;E M PAULO FREIRE;false;false; true;false;true;true;false;true;false;false;false;0;33132020;Municipal;4,2
157;Teresopolis;E M PAULO FREIRE; true; true; true;false;true;true;false;false;false;false;false;0;33445249;Municipal;5,7
158;Teresopolis;E M PAULO FREIRE; true; true; true;false;true;true;false;false;false;false;false;0;33226008;Municipal;5
159;Teresopolis;E M PAULO FREIRE; true; true; true;false;true;true;false;false;false;false;false;0;33132020;Municipal;4,2
160;Belford Roxo;EM ADELINA DOS SANTOS PURCINO;false;false;false;false;false;true;false;true;false;false;false;0;33525218;Municipal;4,3
161;Belford Roxo;E M MALVINO JOSE DE MIRANDA;false;false; true;false;false;false;false;true;false;false;false;0;33526257;Municipal;4,3
162;Bom Jardim;E M ARMANDO JORGE P DE LEMOS; true;false;false;false;false;false;false;true;false;false;false;0;33020663;Municipal;5,2
163;Bom Jardim;ESCOLA MUNICIPALIZADA JOSE LUIZ ERTHAL;false;false;false;false;false;false;false;false;false;false;false;0;33020787;Municipal;4,9
165;Nova Friburgo;E M BOA ESPERANCA;false;false;false;false;false;false;false;false;false;false;false;0;33038961;Municipal;4,1
166;Paracambi;E M BOA ESPERANCA;false;false;false;false;true;true;false;true;false;true;false;0;33038961;Municipal;4,1
168;Bom Jardim;E M WASHINGTON EMERICH;false;false;false;false;false;false;false;false;false;false;false;0;33020906;Municipal;5,7
169;Bom Jardim;E MZCESAR MONTEIRO;false;false;false;false;true;true;false;true;false;false;false;0;33020930;Municipal;5,1
170;Bom Jardim;E M ANTONIO GOMES DE AZEVEDO;false;false;false;false;false;true;false;false;false;false;false;0;33020990;Municipal;5,5
171;Bom Jardim;E M SAO JOSE;false;false;false;false;false;true;false;true;false;true;false;0;33002070;Municipal;4,3
172;Itaperuna;E M SAO JOSE;false;false;false;false;true;true;false;true;false;false;false;0;33002070;Municipal;4,3
173;Paracambi;E M SAO JOSE; true;false;false;false;false;true;false;false;false;false;false;0;33002070;Municipal;4,3
174;Queimados;E M SAO JOSE;false;false;false;false;true;true;false;true;false;false;false;0;33002070;Municipal;4,3
175;Bom Jardim;E M VARGEM ALTA;false;false;false;false;false;true;false;false;false;false;false;0;33023190;Municipal;5,6
176;Nova Friburgo;E M VARGEM ALTA;false;false;false;false;false;true;false;false;false;false;false;0;33023190;Municipal;5,6
177;Bom Jardim;CENTRO DE EDUCACAO MUNICIPAL AMANDA FARIAS ALMEIDA; true;false; true;false;false;true;false;true;false;true;true;0;33536210;Municipal;5
178;Bom Jesus do Itabapoana;ESCOLA MUNICIPAL JOSE BONIFACIO;false;false; true;false;false;true;false;false;false;false;true;0;33000190;Municipal;5,4
179;Bom Jesus do Itabapoana;E M DR FRANCISCO BAPTISTA DE OLIVEIRA;false;false; true;false;false;true;false;true;false;true;false;0;33000298;Municipal;4,7
180;Bom Jesus do Itabapoana;ESCOLA MUNICIPAL PROFESSORA OTTILIA VIEIRA CAMPOS;false;false; true;false;true;true;false;true;false;true;true;0;33000336;Municipal;4,9
181;Bom Jesus do Itabapoana;E M SAO SEBASTIAO;false;false;false;false;false;true;false;false;false;false;false;0;33044066;Municipal;6,3
182;Cachoeiras de Macacu;E M SAO SEBASTIAO;false;false; true;false;false;true;false;false;false;true;false;0;33044066;Municipal;6,3
183;Itaguai;E M SAO SEBASTIAO;false;false; true;false;false;true;false;true;false;false;true;1;33044066;Municipal;6,3
184;Bom Jesus do Itabapoana;E M ANACLETO JOSE BORGES;false;false; true;false;true;true;false;true;false;true;false;0;33000387;Municipal;5,7
185;Bom Jesus do Itabapoana;ESCOLA MUNICIPAL MARIQUINHA BATISTA;false;false; true;false;false;true;false;true;false;false;true;0;33000425;Municipal;4,5
186;Bom Jesus do Itabapoana;E M PROF IRACEMA SERODIO BOECHAT;false;false; true;false;false;true;false;false;false;true;false;0;33000840;Municipal;5,5
187;Bom Jesus do Itabapoana;E M LUIZ TITO DE ALMEIDA; true;false; true;false;true;true;false;false;false;false;false;0;33000913;Municipal;5,6
188;Bom Jesus do Itabapoana;E M LIBERDADE;false;false; true;false;true;true;false;true;false;false;false;0;33153108;Municipal;6,2
189;Cabo Frio;E M PEDRO JOTHA;false;false;false;false;false;true;false;true;false;false;false;0;33028001;Municipal;5
190;Cachoeiras de Macacu;E M TIRADENTES; true;false;false;false;false;true;false;false;false;true;true;0;33053618;Municipal;4,4
191;Cachoeiras de Macacu;E M TIRADENTES; true;false;false;false;false;true;false;false;false;true;true;0;33056919;Municipal;5,8
192;Mage;E M TIRADENTES;false;false;false;false;true;true;false;true;false;true;false;0;33053618;Municipal;4,4
193;Mage;E M TIRADENTES;false;false;false;false;true;true;false;true;false;true;false;0;33056919;Municipal;5,8
194;Niteroi;E M TIRADENTES; true;false; true;false;true;true;false;false;false;false;true;0;33053618;Municipal;4,4
195;Niteroi;E M TIRADENTES; true;false; true;false;true;true;false;false;false;false;true;0;33056919;Municipal;5,8
196;Nova Friburgo;E M TIRADENTES;false;false; true;false;false;true;false;true;false;false;true;0;33053618;Municipal;4,4
197;Nova Friburgo;E M TIRADENTES;false;false; true;false;false;true;false;true;false;false;true;0;33056919;Municipal;5,8
200;Queimados;E M TIRADENTES;false;false;false;false;true;true;false;true;false;false;false;0;33053618;Municipal;4,4
201;Queimados;E M TIRADENTES;false;false;false;false;true;true;false;true;false;false;false;0;33056919;Municipal;5,8
202;Cambuci;COLEGIO ESTADUAL MUNICIPALIZADO PROFESSOR MANOEL GONCALVES RAMOS JUNIOR; true;false; true;false;false;true;false;false;false;false;false;0;33004943;Municipal;6
203;Cambuci;ESCOLA ESTADUAL MUNICIPALIZADA ABUD DAIBES; true;false; true;false;true;true;false;false;false;false;false;0;33005257;Municipal;7,2
204;Cambuci;E M SAO JOAO DO PARAISO; true;false; true;false;false;false;false;true;false;false;true;0;33005656;Municipal;6,2
205;Carapebus;E M BALEEIRA; true;false;false;false;false;true;false;false;false;false;false;0;33016097;Municipal;5,7
206;Carapebus;ESCOLA MUNICIPAL DAVI LINCOLN DOS SANTOS MANCEBO; true;false;false;false;false;true;false;true;false;false;false;0;33016216;Municipal;6
207;Carapebus;E M ANTONIO MARCOS FRANCA DE SOUSA; true;false;false;false;false;true;false;false;false;false;false;0;33099413;Municipal;4,9
208;Carapebus;ESCOLA MUNICIPAL LUIZ CARLOS FRAGOSO; true;false; true;false;false;true;false;true;false;false;false;0;33179298;Municipal;5,2
