,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO,latitude,longitude
1263,35496558,4.2,ADELMO FRANCISCO DA SILVA,São Paulo,SP,Sudeste,Franca,RESIDENCIAL SAO DOMINGOS,14407726,ZULEIKA LIMA PUCCI,820,-20.48014,-47.41806
1264,35900679,3.9,SUELY MACHADO DA SILVA PROFA,São Paulo,SP,Sudeste,Franca,JARDIM BRASILANDIA,14402306,PORTO VELHO,1851,-20.53202,-47.36552
1265,35911252,4.3,ADELINA PASQUINO CASSIS PROFA,São Paulo,SP,Sudeste,Franca,JARDIM EDEN,14402082,FRANCISCO PROCOPIO DE OLIVEIRA,2860,-20.51115,-47.36941
1266,35924969,4.0,LYDIA ROCHA ALVES PROFA,São Paulo,SP,Sudeste,Franca,JARDIM AEROPORTO III,14404225,DENIZAR TREVIZANI,2020,-20.59367,-47.36959
1267,35005502,4.7,BELEM DA SERRA,São Paulo,SP,Sudeste,Francisco Morato,BELEM CAPELA,7990040,CAMELIAS,324,-23.27744,-46.74008
1268,35044957,4.0,VINCENZO LOBASSI,São Paulo,SP,Sudeste,Francisco Morato,JD FLORIDA,7913190,R JOSE MANOEL MARTINS,135,-23.28793,-46.75923
1269,35048781,3.7,ULYSSES SANCHES RAMIRES PROF,São Paulo,SP,Sudeste,Francisco Morato,BAIRRO JARDIM,7929100,R SANDALO,27,-23.26545,-46.75583
1270,35050404,4.1,JARDIM ALEGRIA II,São Paulo,SP,Sudeste,Francisco Morato,JARDIM ALEGRIA,7985030,AVENIDA BARBACENA,412,-23.28554,-46.70815
1271,35906232,4.6,LYDIA SCALET WALKER PROFA,São Paulo,SP,Sudeste,Francisco Morato,JD BATISTA GENARI,7920050,R ONZE,80,-23.27027,-46.7524
1272,35005666,4.3,AZEVEDO SOARES,São Paulo,SP,Sudeste,Franco da Rocha,P ALEGRE,7859340,RODOVIA PREFEITO LUIZ SALOMAO CHAMMA,KM 42,-23.33594,-46.73708
1273,35005678,4.6,ISAURA DE MIRANDA BOTTO PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL BAZU,7849030,R TIRADENTES,201,-23.31741,-46.72882
1274,35048811,4.4,ELVIRA PARADA MANGA PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL JOSEFINA,7841000,R APOLO,201,-23.3173,-46.7361
1275,35048823,4.0,ADAIL JARBAS DUCLOS,São Paulo,SP,Sudeste,Franco da Rocha,VL SANTISTA,7809040,R AMADOR BUENO,620,-23.32708,-46.74706
1276,35290671,6.5,EMILIO HERNANDEZ AGUILAR DR ETEC,São Paulo,SP,Sudeste,Franco da Rocha,POUSO ALEGRE,7859340,ESTRADA DO GOVERNO S/N,KM 42,-23.33541,-46.72308
1277,35921038,4.6,LUIZ ALEXANDRE DOS SANTOS,São Paulo,SP,Sudeste,Franco da Rocha,JD BANDEIRANTES,7830180,R ANGELO MISSON,6,-23.31843,-46.70893
1278,35923643,4.4,JOCIMARA VIEIRA DA SILVA PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL BELA,7846000,AV SAO PAULO,751,-23.30928,-46.7322
1279,35925482,4.2,ZILTON BICUDO PROF,São Paulo,SP,Sudeste,Franco da Rocha,LAGO AZUL,7866260,R PERI,441,-23.29883,-46.70688
1280,35030211,5.2,ANTONIO KASSAWARA KATUTOK,São Paulo,SP,Sudeste,Gabriel Monteiro,CENTRO,16220000,RUA JOSE BONIFACIO,439,-21.53243,-50.55454
1281,35033424,5.0,NELY CARBONIERI DE ANDRADE PROFA,São Paulo,SP,Sudeste,Garça,FERRAROPOLIS,17400100,RUA ARMANDO SALES DE OLIVEIRA,1120,-22.20598,-49.66304
1282,35030659,5.1,TEREZA VALVERDE CARDOSO TIRAPELE PROFA,São Paulo,SP,Sudeste,Gastão Vidigal,CENTRO,15330000,RUA 21 DE ABRIL,450,-20.79902,-50.19013
1283,35021908,4.1,GAVIAO PEIXOTO CONSELHEIRO,São Paulo,SP,Sudeste,Gavião Peixoto,CENTRO,14813000,ALAMEDA PICCOLO,232,-21.8401,-48.49483
1284,35030661,5.4,TONICO BARAO,São Paulo,SP,Sudeste,General Salgado,VILA MARIA,15300000,AVENIDA DOMENICO RAO,1521,-20.64333,-50.36429
1285,35022421,4.0,DALVA LELLIS GARCIA PRADO PROFA,São Paulo,SP,Sudeste,Guaíra,VILA NOSSA SENHORA APARECIDA,14790000,AV 25,1595,-20.33507,-48.30055
1286,35022433,4.1,ZEZINHO PORTUGAL,São Paulo,SP,Sudeste,Guaíra,CENTRO,14790000,AVENIDA VINTE E UM,389,-20.32459,-48.31477
1287,35028241,4.0,CARLOS CASTILHO PROFESSOR,São Paulo,SP,Sudeste,Guapiaçu,JARDIM SAO LUIZ,15110000,RUA DAS PALMEIRAS,1062,-20.79424,-49.22523
1288,35014333,4.6,JOAO ANTUNES ALEXANDRE,São Paulo,SP,Sudeste,Guapiara,JARDIM CANUTO,18310000,RUA AVELINO GOMES DE ALMEIDA,75,-24.19512,-48.53283
1289,35014394,3.9,THEREZINHA SACCOMANO PASSARO PROFA,São Paulo,SP,Sudeste,Guapiara,CENTRO,18310000,RUA SAO JOSE,514,-24.18506,-48.5301
1290,35023310,3.9,RONDON MARECHAL,São Paulo,SP,Sudeste,Guará,BELA VISTA,14580000,RUA JOAQUIM DE PAULA E SILVA,315,-20.44077,-47.82917
1291,35029506,4.5,JUVENTINO NOGUEIRA RAMOS,São Paulo,SP,Sudeste,Guaraçaí,CENTRO,16980000,AVENIDA PRESIDENTE VARGAS,460,-21.03111,-51.21117
1292,35026402,3.4,JOSE EGEA PROF,São Paulo,SP,Sudeste,Guarantã,CENTRO,16570080,RUA GUIDO DAL COL,554,-21.89387,-49.58928
1293,35029944,5.1,JOAO ARRUDA BRASIL,São Paulo,SP,Sudeste,Guararapes,CENTRO,16700000,AVENIDA SANTO ANTONIO,510,-21.25248,-50.63928
1294,35902743,4.3,EMILIA LEITE MARTINS,São Paulo,SP,Sudeste,Guararema,JARDIM DULCE,8900000,ESTRADA MUNICIPAL BENJAMIM ANTONIO FERNANDES,318,-23.31806,-46.1105
1295,35012634,4.5,CLOTILDE AYELLO ROCHA PROFA,São Paulo,SP,Sudeste,Guaratinguetá,RETIRO,12500010,LOTEAMENTO SAO BENEDITO,5000,-22.81415,-45.1936
1296,35012658,6.0,ALFREDO DE BARROS SANTOS PROF ETEC,São Paulo,SP,Sudeste,Guaratinguetá,PEDREGULHO,12515160,ALFONSO GIANNICO,350,-22.8008,-45.20049
1297,35012661,4.0,RODRIGUES ALVES CONSELHEIRO,São Paulo,SP,Sudeste,Guaratinguetá,CENTRO,12501290,RUA VISCONDE DE GUARATINGUETA,224,-22.81977,-45.19714
1298,35012750,3.9,MARIA AMALIA DE MAGALHAES TURNER PROFA,São Paulo,SP,Sudeste,Guaratinguetá,CAMPINHO,12502350,BENEDITO MARTINIANO GONCALVES,39,-22.81649,-45.18199
1299,35012841,4.3,NILO SANTOS VIEIRA PROF,São Paulo,SP,Sudeste,Guaratinguetá,BELVEDERE CLUB DOS 500,12523460,SALVADOR,345,-22.78601,-45.1493
1300,35037175,3.9,LUIZ MENEZES PROF,São Paulo,SP,Sudeste,Guaratinguetá,VILA ANGELINA,12520140,HENRIQUE RANGEL DE CASTRO,280,-22.80314,-45.1761
1301,35045378,4.4,DINAH MOTTA RUNHA PROFA,São Paulo,SP,Sudeste,Guaratinguetá,PARQUE SAO FRANCISCO,12509190,RUA DR FRANCISCO MEIRELES FREIRE,101,-22.79892,-45.21875
1302,35905045,5.2,JOSE PEREIRA EBOLI PROF,São Paulo,SP,Sudeste,Guaratinguetá,PARQUE RESIDENCIAL BEIRA RIO,12517475,JOAO RODRIGUES ALCKIMIM,1249,-22.79366,-45.18224
1303,35921725,4.1,SYLVIO JOSE MARCONDES COELHO PROF,São Paulo,SP,Sudeste,Guaratinguetá,SANTA LUZIA,12507200,RUA JOAO DARRIGO FILHO,101,-22.8094,-45.23909
1304,35015003,3.9,CASTANHO DE ALMEIDA CEL,São Paulo,SP,Sudeste,Guareí,CENTRO,18250000,RUA CORONEL ANDRADE,152,-23.37398,-48.18606
1305,35023590,4.3,JOSE PACIFICO,São Paulo,SP,Sudeste,Guariba,CENTRO,14840000,FERES SADALLA,330,-21.36138,-48.23182
1306,35040034,4.5,JOSEPHINA DE CAMARGO NEVES PROFESSORA,São Paulo,SP,Sudeste,Guariba,RESIDENCIAL MARIO CAZERI,14840000,AVENIDA LUIS CARLOS LONETTO,481,-21.36855,-48.24405
1307,35463589,5.2,BENTO CARLOS BOTELHO DO AMARAL ETEC,São Paulo,SP,Sudeste,Guariba,JARDIM PROGRESSO,14840000,RUA RUI BARBOSA,1244,-21.35881,-48.22111
1308,35011587,4.8,VICENTE DE CARVALHO,São Paulo,SP,Sudeste,Guarujá,CENTRO,11410000,PUGLISI,188,-23.99485,-46.25665
1309,35294937,6.0,ALBERTO SANTOS DUMONT ETEC,São Paulo,SP,Sudeste,Guarujá,JARDIM HELENA MARIA,11431090,DOUTOR CARLOS NERHING,165,-23.99363,-46.27335
1310,35005782,4.2,ENNIO CHIESA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM DOURADO,7093200,MARIANO MANZONI,88,-23.45903,-46.54268
1311,35005847,6.4,ETEC DE GUARULHOS,São Paulo,SP,Sudeste,Guarulhos,PARQUE CECAP,7190065,CRISTOBAL CLAUDIO ELILLO,88,-23.4536,-46.49962
1312,35005861,5.1,JOSE SCARAMELLI PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,GOPOUVA,7022000,PALMEIRAS,776,-23.47254,-46.5424
1313,35005903,4.0,MARIA HELENA FARIA LIMA E CUNHA,São Paulo,SP,Sudeste,Guarulhos,CABUCU,7075170,ESTRADA DO CABUCU,7800,-23.42312,-46.5608
1314,35005997,5.7,VALDIVINO DE CASTRO PEREIRA,São Paulo,SP,Sudeste,Guarulhos,VILA FLORIDA,7196000,TIRADENTES,4148,-23.45282,-46.51018
1315,35006075,4.3,ERICO VERISSIMO,São Paulo,SP,Sudeste,Guarulhos,VILA ENDRES,7041050,RUA PORTUGUESA,394,-23.485,-46.54928
1316,35006117,5.2,PAULO ROLIM LOUREIRO DOM,São Paulo,SP,Sudeste,Guarulhos,PONTE GRANDE,7032060,AVENIDA DOMINGOS FANGANIELLO,251,-23.50309,-46.5492
1317,35006257,4.2,HOMERO RUBENS DE SA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,VILA GALVAO,7070080,CEARA,50,-23.45327,-46.55536
1318,35006270,4.3,ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROF,São Paulo,SP,Sudeste,Guarulhos,JARDIM PRESIDENTE DUTRA,7171170,RUA MACARANI,382,-23.42646,-46.4343
1319,35006294,4.6,CHIYO YAMAMOTO DONA,São Paulo,SP,Sudeste,Guarulhos,JARDIM ALAMO,7177440,ESTRADA DOS VADOS,291,-23.4135,-46.37179
1320,35006427,4.6,JOAO CAVALHEIRO SALEM PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM CUMBICA,7240060,PORTO VELHO,624,-23.44536,-46.43859
1321,35006439,4.2,GUILHERMINO RODRIGUES DE LIMA,São Paulo,SP,Sudeste,Guarulhos,JARDIM ARUJA,7272460,RUA GUARU,156,-23.46902,-46.42082
1322,35006452,4.1,AUGUST JOHANNES FERDINANDUS STAUDER PADRE,São Paulo,SP,Sudeste,Guarulhos,CIDADE ARACILIA,7250010,RUA MINISTRO HIPOLITO,267,-23.42394,-46.37015
1323,35006464,4.0,THEREZINHA CLOSA ELEUTERIO PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,PARQUE MARIA HELENA,7261130,RUA CHARLES MIARS COOPER,432,-23.44942,-46.40089
1324,35035725,3.9,MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,JARDIM SANTO AFONSO,7215130,IVINHEMA,274,-23.47115,-46.43848
1325,35041099,4.8,ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,VILA NOSSA SENHORA DE FATIMA,7191010,RUA DUQUE DE CAXIAS,195,-23.46173,-46.50953
1326,35191206,4.6,PARQUE JUREMA III,São Paulo,SP,Sudeste,Guarulhos,PARQUE JUREMA,7244020,JAGUAREMA,23,-23.44495,-46.41312
1327,35297537,4.1,LOUIS BRAILLE,São Paulo,SP,Sudeste,Guarulhos,JARDIM ANGELICA,7260280,RUA JOAO AVELINO FAUTHZ,150,-23.46429,-46.56094
1328,35463140,5.1,JARDIM SANTA CECILIA,São Paulo,SP,Sudeste,Guarulhos,JARDIM COCAIA,7130210,LAGOA DOURADA,275,-23.44056,-46.51899
1329,35900138,4.1,ORLANDO MINELLA,São Paulo,SP,Sudeste,Guarulhos,JARDIM JACY,7262110,CANDELARIA,376,-23.47508,-46.39186
1330,35900148,4.9,MARIA LEDA FERNANDES BRIGO PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,JARDIM OTTAWA,7230270,RUA WAMBES,112,-23.45081,-46.45173
1331,35907085,4.4,HUGO DE AGUIAR,São Paulo,SP,Sudeste,Guarulhos,VILA PARAISO,7241090,AVENIDA JOSE MIGUEL ACKEL,385,-23.44416,-46.42826
1332,35921048,4.3,FRANCISCO MILTON DE ANDRADE,São Paulo,SP,Sudeste,Guarulhos,PARQUE CONTINENTAL III,7085340,RUA FABRICIO RICARDI MARQUES DE OLIVEIRA,48,-23.46075,-46.53138
1333,35923175,4.3,JOAO LUIZ DE GODOY MOREIRA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM ALMEIDA PRADO,7133390,RUA ANA ALVES DOS SANTOS,40,-23.43478,-46.51137
1334,35923761,5.3,CELSO PIVA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM MOREIRA,7083240,RUA NISAL,87,-23.43646,-46.54823
1335,35030752,4.8,VANIR FERRERO MORAES PROFESSORA,São Paulo,SP,Sudeste,Guzolândia,CENTRO,15355000,RUA JOAO CALEFI,340,-20.64938,-50.66273
1336,35017279,4.6,MANOEL IGNACIO DA SILVA,São Paulo,SP,Sudeste,Hortolândia,VILA SAO FRANCISCO,13184420,RUA LUIZ CAMILO DE CAMARGO,355,-22.86409,-47.21766
1337,35039858,5.0,LIOMAR FREITAS CAMARA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,VILA REAL CONTINUACAO,13183150,RUA EDINA APARECIDA BAMPA FONSECA,29,-22.85351,-47.2164
1338,35047806,4.1,RAQUEL SAES MELHADO DA SILVA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM  NOVA HORTOLANDIA,13183590,RUA WALDOMIRO CARLOS DA SILVA,228,-22.85788,-47.20702
1339,35048240,4.6,JARDIM SANTA CLARA DO LAGO,São Paulo,SP,Sudeste,Hortolândia,JARDIM SANTA CLARA LAGO,13186400,RUA LUIZ DA COSTA CAMARGO,55,-22.88533,-47.19835
1340,35048264,3.6,MARIA ANTONIETTA GARNERO LA FORTEZZA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM NOVO ANGULO,13185153,RUA OSWALDO SOUZA,355,-22.88337,-47.17584
1341,35070294,4.2,JONATAS DAVI VISEL DOS SANTOS,São Paulo,SP,Sudeste,Hortolândia,ADVENTISTA CAMPINEIRO,13187176,RUA TEREZA LUIZA GONCALVES,130,-22.89,-47.21971
1342,35456469,5.3,IFSP - CAMPUS HORTOLANDIA,São Paulo,SP,Sudeste,Hortolândia,VILA SAO PEDRO,13183250,AVENIDA THEREZA ANA CECON BREDA,1896,-22.85334,-47.22851
1343,35917552,4.8,HEDY MADALENA BOCCHI PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM EVEREST,13186051,RUA PICO DO ITATIAIA,333,-22.87834,-47.20291
1344,35919378,4.1,RECREIO ALVORADA,São Paulo,SP,Sudeste,Hortolândia,PARQUE  ORESTES ONGARO,13183723,RUA RIO MISSISSIPI,150,-22.84097,-47.22522
1345,35014552,4.4,AVELINO APARECIDO RIBEIRO DOUTOR,São Paulo,SP,Sudeste,Iaras,CENTRO,18775021,PRACA DA MONCAO,493,-22.87252,-49.16299
1346,35024508,4.5,EDESIO CASTANHO,São Paulo,SP,Sudeste,Ibaté,CENTRO,14815000,AVENIDA SAO JOAO,1209,-21.95387,-47.99806
1347,35434784,4.6,JOAO JACINTO DO NASCIMENTO,São Paulo,SP,Sudeste,Ibaté,JARDIM CRUZADO,14815000,RUA BENEDITO FERNANDES FRADE,125,-21.93577,-48.00048
1348,35475221,5.6,IBATE ETEC DE,São Paulo,SP,Sudeste,Ibaté,CENTRO,14815000,RUA FLORIANO PEIXOTO,785,-21.95814,-47.99874
1349,35579427,4.1,PROF DR SEGUNDO CARLOS LOPES,São Paulo,SP,Sudeste,Ibaté,VILA SANTA TEREZINHA,14815000,RUA DOUTOR TEIXEIRA DE BARROS,1395,-21.95905,-48.00806
1350,35907820,5.1,ANDRE DONATONI,São Paulo,SP,Sudeste,Ibaté,PEDRO R SILVA,14815000,RUA FLORIANO PEIXOTO,10,-21.95368,-47.98936
1351,35033947,3.7,FRANCISCO DUARTE,São Paulo,SP,Sudeste,Ibirarema,CENTRO,19940000,RUA SAMUEL KLEPACH,256,-22.81582,-50.06892
1352,35025070,5.4,ANGELO MARTINO PROF,São Paulo,SP,Sudeste,Ibitinga,CENTRO,14940124,DOM PEDRO II,645,-21.75615,-48.82807
1353,35337705,5.4,ETEC VEREADOR E VICE PREFEITO SERGIO DA FONSECA,São Paulo,SP,Sudeste,Ibitinga,CENTRO,14940088,RUA ROSALBINO TUCCI,431,-21.75461,-48.82524
1354,35015854,4.8,FREDERICO MARCICANO,São Paulo,SP,Sudeste,Ibiúna,RESSACA,18150000,AVENIDA JOAO CIPULO,51,-23.65437,-47.22308
1355,35027819,4.4,JOAO RIBEIRO DA SILVEIRA,São Paulo,SP,Sudeste,Icém,CENTRO,15460000,AVENIDA ISAAC ALVES FERREIRA,450,-20.34458,-49.19466
1356,35032529,4.4,ANTONIO DE ALMEIDA PRADO,São Paulo,SP,Sudeste,Iepê,CENTRO,19640000,RUA MINAS GERAIS,835,-22.66121,-51.07219
1357,35909282,4.0,CAMILO SAHADE,São Paulo,SP,Sudeste,Igaraçu do Tietê,CONJUNTO HABITACIONAL IGARACU  I,17354148,RUA RICIERI ZERLIN,395,-22.52003,-48.5577
1358,35062339,4.9,NICOLAU SAAD DR EM,São Paulo,SP,Sudeste,Igarapava,CENTRO,14540000,RUA PADRE ZEFERINO,614,-20.03586,-47.74503
1359,35013959,4.9,BENEDITO RAMOS ARANTES CEL,São Paulo,SP,Sudeste,Igaratá,CENTRO,12350000,MARIA HELENA MARCONDES,65,-23.20714,-46.15352
1360,35034794,5.5,NARCISO DE MEDEIROS ENG AGRONOMO ETEC,São Paulo,SP,Sudeste,Iguape,TRES BARRAS,11920000,CASEMIRO TEIXEIRA,"KM 51,5",-24.53828,-47.5526
1361,35908344,4.2,JOFRE MANOEL PREFEITO,São Paulo,SP,Sudeste,Iguape,COLOMBINA,11920000,RODOVIA PREFEITO CASEMIRO TEIXEIRA,"KM22,5",-24.53828,-47.5526
1362,35042092,4.6,MARIA GEMMA DE SOUZA OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Ilhabela,BARRA VELHA,11630000,RUA PROFESSOR MALAQUIAS OLIVEIRA FREITAS,461,-23.81249,-45.36368
1363,35030740,4.1,ARNO HAUSSER,São Paulo,SP,Sudeste,Ilha Solteira,ZONA NORTE,15385000,AVENIDA BRASIL NORTE,815,-20.4227,-51.33812
1364,35036195,5.0,URUBUPUNGA,São Paulo,SP,Sudeste,Ilha Solteira,ZONA SUL,15385000,BRASIL SUL,920,-20.43315,-51.34949
1365,35018843,5.9,HELIO CERQUEIRA LEITE PROFESSOR,São Paulo,SP,Sudeste,Indaiatuba,JARDIM AMERICA,13339390,RUA SOROCABA,355,-23.09039,-47.20096
1366,35018909,4.4,RANDOLFO MOREIRA FERNANDES,São Paulo,SP,Sudeste,Indaiatuba,PARQUE DAS NACOES,13346040,CARLOS CANOVA,600,-23.11285,-47.2277
1367,35909415,4.7,CARLOS TANCLER PROFESSOR,São Paulo,SP,Sudeste,Indaiatuba,PARQUE RESIDENCIAL INDAIA,13332053,RUA RICIERI DELBONI,330,-23.06228,-47.2202
1368,35909427,4.8,SUZANA BENEDICTA GIGO AYRES PROFESSORA,São Paulo,SP,Sudeste,Indaiatuba,JARDIM MORADA DO SOL,13346520,RUA AURELIO GARLETTI,306,-23.1252,-47.2319
1369,35032612,4.2,MARIA ERNESTINA NATIVIDADE ANTUNES PROFESSORA,São Paulo,SP,Sudeste,Indiana,VILA GARCES,19560000,AVENIDA BENTO CACHEFFO LONGO,1184,-22.1775,-51.25958
1370,35026931,5.1,DATHAN CERVO PROFESSOR,São Paulo,SP,Sudeste,Indiaporã,CENTRO,15690000,RUA FAUSTINO M GONCALVES,1460,-19.97761,-50.28918
1371,35033959,5.6,PEDRO LEME BRISOLLA SOBRINHO PROF ETEC,São Paulo,SP,Sudeste,Ipaussu,JARDIM DO LAGO,18950410,RUA ANTONIO CARLOS DE ABREU SODRE,1040,-23.05056,-49.63276
1372,35020000,4.7,CESARINO BORBA,São Paulo,SP,Sudeste,Iracemápolis,CENTRO,13495000,RUA JOSE OMETTO,440,-22.58209,-47.51267
1373,35027873,4.4,DESOLINA BETTI GREGORIN PROFESSORA,São Paulo,SP,Sudeste,Irapuã,CENTRO,14990000,AVENIDA MANOEL PITTA JUNIOR,232,-21.27915,-49.40983
1374,35030958,4.4,JOSE EDSON MOYSES PROF,São Paulo,SP,Sudeste,Irapuru,CENTRO,17880000,RUA ALBERTO GALETI,29,-21.56706,-51.35404
1375,35039718,5.1,ALBERTO PEREIRA PROFESSOR,São Paulo,SP,Sudeste,Itaberá,VILA CRUZEIRO,18440000,RUA CRUZEIRO,88,-23.85853,-49.13906
1376,35014485,4.5,JOAO MICHELIN,São Paulo,SP,Sudeste,Itaí,CENTRO,18730055,RUA MANOEL JOAQUIM GARCIA,1045,-21.92944,-50.51823
1377,35027881,4.2,RUTH DALVA FERRAZ FARAO PROFESSORA,São Paulo,SP,Sudeste,Itajobi,CENTRO,15840000,RUA CUSTODIO RIBEIRO,250,-21.3112,-49.05724
1378,35014345,4.6,ELIAS LAGES DE MAGALHAES PROF,São Paulo,SP,Sudeste,Itaoca,CENTRO,18360000,AVENIDA INDEPENDENCIA,17,-24.6411,-48.84161
1379,35009957,4.8,PORCINO RODRIGUES PROF,São Paulo,SP,Sudeste,Itapecerica da Serra,OLARIA,6859070,R MARIA APARECIDA PEIXOTO MARINHO BARBOSA,101,-23.69868,-46.80924
1380,35009970,3.7,ISABEL A REDENTORA,São Paulo,SP,Sudeste,Itapecerica da Serra,JARDIM BRANCA FLOR,6855870,JOSE RICARDO FARIA,01,-23.75089,-46.77642
1381,35010005,4.9,JOAO BAPTISTA DE OLIVEIRA,São Paulo,SP,Sudeste,Itapecerica da Serra,CENTRO,6850050,R MAJOR MANOEL FRANCISCO DE MORAES,186,-23.71439,-46.85151
1382,35010029,4.1,ANGENOR DE OLIVEIRA POETA,São Paulo,SP,Sudeste,Itapecerica da Serra,DA LAGOA,6860400,JOAO RODRIGUES DE MORAES,500,-23.71714,-46.81296
1383,35035427,4.1,LUCIA AKEMI MIYA PROFA,São Paulo,SP,Sudeste,Itapecerica da Serra,JD S PEDRO,6863240,EST JOAO RODRIGUES DE MORAES,100,-23.7196,-46.84488
1384,35040733,5.0,MASSAKO HIGASHIOKA PROFESSORA,São Paulo,SP,Sudeste,Itapecerica da Serra,RECREIO CAMPESTRE,6856020,RUA ARACATUBA,36,-23.68836,-46.81632
1385,35040745,3.8,EDUARDO ROBERTO DAHER,São Paulo,SP,Sudeste,Itapecerica da Serra,MOMBACA,6868800,ESTRADA PREFEITO BENTO ROGER DOMINGUES,197,-23.71262,-46.85044
1386,35040757,4.4,JOAQUIM FERNANDO PAES DE BARROS NETO,São Paulo,SP,Sudeste,Itapecerica da Serra,PARQUE PARAISO,6852220,RUA PERSIA,1130,-23.70781,-46.85768
1387,35044854,5.0,ANTONIO FLORENTINO,São Paulo,SP,Sudeste,Itapecerica da Serra,JARDIM JACIRA,6864400,RUA CARLOS DRUMOND DE ANDRADE,70,-23.74339,-46.79618
1388,35049098,4.5,ABRAHAO DE MORAES PROFESSOR,São Paulo,SP,Sudeste,Itapecerica da Serra,PARQUE PARAISO,6852885,AVENIDA GROENLANDIA,2165,-23.70934,-46.8533
1389,35061591,4.7,JARDIM MONTESANO,São Paulo,SP,Sudeste,Itapecerica da Serra,VILA JOAO MONTESANO,6853530,OCEANIA,49,-23.68858,-46.85242
1390,35925597,4.8,ASDRUBAL DO NASCIMENTO QUEIROZ PROFESSOR,São Paulo,SP,Sudeste,Itapecerica da Serra,JARDIM ANALANDIA,6864640,RUA PRESIDENTE COSTA E SILVA,263,-23.74524,-46.80512
1391,35015039,4.5,BERNARDES JUNIOR DESEMBARGADOR,São Paulo,SP,Sudeste,Itapetininga,VILA ARRUDA,18212198,ITAPETININGA,51,-23.57493,-48.0401
1392,35015040,4.7,PEIXOTO GOMIDE,São Paulo,SP,Sudeste,Itapetininga,CENTRO,18200160,PEIXOTO GOMIDE,198,-23.58704,-48.04789
1393,35015167,4.5,EDSON GALVAO PROF ETEC,São Paulo,SP,Sudeste,Itapetininga,CAPAO ALTO,18200970,ESTRADA MUNICIPAL GLADYS BERNARDES MINHOTO,KM 11,-23.48812,-48.04904
1394,35910557,4.0,EVONIO MARQUES PROF,São Paulo,SP,Sudeste,Itapetininga,VARGINHA,18218500,ONORIO SALES,,-23.72864,-48.19885
1395,35015404,4.3,OTAVIO FERRARI,São Paulo,SP,Sudeste,Itapeva,CENTRO,18400170,RUA MARIO PRANDINI,962,-23.98937,-48.87769
1396,35015416,5.9,DEMETRIO AZEVEDO JUNIOR DR ETEC,São Paulo,SP,Sudeste,Itapeva,JARDIM EUROPA,18406460,AVENIDA EUROPA,1097,-23.99578,-48.88901
1397,35015477,4.3,JEMINIANO DAVID MUZEL,São Paulo,SP,Sudeste,Itapeva,JARDIM EUROPA,18406470,RUA JOAO ANTUNES DE MOURA,871,-23.99511,-48.89155
1398,35015489,4.7,NICOTA SOARES PROFESSORA,São Paulo,SP,Sudeste,Itapeva,JARDIM BELVEDERE,18401425,RUA ROSELANDIA,,-23.97531,-48.86949
1399,35015519,4.3,JOSE VASQUES FERRARI PROFESSOR,São Paulo,SP,Sudeste,Itapeva,PARQUE CIMENTOLANDIA,18409620,HUMBERTO FASCETTI PROFESSOR,120,-23.98094,-48.89441
1400,35015544,4.5,ZULMIRA DE OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Itapeva,VILA BOM JESUS,18400690,RUA CAPAO BONITO,99,-23.9757,-48.87809
1401,35035348,4.4,CINIRA DANIEL DA SILVA PROFESSORA,São Paulo,SP,Sudeste,Itapeva,GUARIZINHO,18420000,MARTINHO DANIEL DA SILVA,50,-23.7135,-48.85497
1402,35043412,4.5,GERSON DE BARROS MARGARIDO PROFESSOR,São Paulo,SP,Sudeste,Itapeva,SAO ROQUE,18400970,PRACA LEANDRO COSTA,78,-24.06365,-48.62802
1403,35049323,4.2,ANTONIO DEFFUNE DOUTOR,São Paulo,SP,Sudeste,Itapeva,ALTO DA BRANCAL,18400970,PEDRO ANSELMO FERREIRA,60,-24.10806,-48.80741
