,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO
1267,35034373,5,MARCOS RIBEIRO CORONEL,São Paulo,SP,Sudeste,Fartura,CENTRO,18870011,PRACA DEOCLECIANO RIBEIRO,143
1268,35026797,4.5,JOAQUIM ANTONIO PEREIRA,São Paulo,SP,Sudeste,Fernandópolis,CENTRO,15600028,AV. DOS ARNALDOS,1342
1269,35026897,4.7,AFONSO CAFARO,São Paulo,SP,Sudeste,Fernandópolis,VILA ESPLANADA,15601030,AV. AMERICO MESSIAS DOS SANTOS,650
1270,35290725,6.6,ETEC PROFESSOR ARMANDO JOSE FARINAZZO,São Paulo,SP,Sudeste,Fernandópolis,JARDIM PAULISTA,15606020,AVENIDA GERALDO ROQUETE,135
1271,35024831,4.2,FRANCISCO SALES DE ALMEIDA LEITE,São Paulo,SP,Sudeste,Fernando Prestes,CENTRO,15940000,RUA PIERINA RONDANIN BOER,646
1272,35033522,5.6,EDUARDO DE SOUZA PORTO CEL,São Paulo,SP,Sudeste,Fernão,CENTRO,17455000,RUA JOSE BONIFACIO,240
1273,35007262,4.4,IGNES CORREA ALLEN PROFESSORA,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,VILA NACOES,8544630,RUA SAO FRANCISCO,128
1274,35041166,4.4,JUSTINO MARCONDES RANGEL PROFESSOR,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,JARDIM RENATA,8537050,ESTRADA DO CUPI,1275
1275,35364265,5.8,FERRAZ DE VASCONCELOS ETEC DE,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,JARDIM SAO JOAO,8500330,RUA CARLOS DE CARVALHO,200
1276,35906311,4.1,MARTHA CALIXTO CAZAGRANDE,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,VILA SOFIA,8532350,AVENIDA PRESIDENTE CASTELO BRANCO,51
1277,35030995,4.4,GUILHERME BUZINARO PREFEITO,São Paulo,SP,Sudeste,Flora Rica,CENTRO,17870000,RUA VEREADOR RAIMUNDO ANTONIO DE ARAUJO,416
1278,35030612,5.3,DECIO PRATA PREFEITO,São Paulo,SP,Sudeste,Floreal,CENTRO,15320000,RUA CLOVIS GOMES OLIVEIRA,648
1279,35033091,4.2,TEOFILO ELIAS PROF,São Paulo,SP,Sudeste,Florínea,CENTRO,19870000,RUA JOSE ALVES DE LIMA,625
1280,35022871,3.8,ORLIK LUZ DR,São Paulo,SP,Sudeste,Franca,CITY PETROPOLIS,14409520,COELHO NETTO,201
1281,35022913,5.2,ANGELO SCARABUCCI,São Paulo,SP,Sudeste,Franca,VILA SCARABUCCI,14403646,ROSA DEL MONTE,2941
1282,35065997,4.5,HELENA CURY DE TACCA PROFA,São Paulo,SP,Sudeste,Franca,JARDIM TROPICAL II,14407062,RUA DOMINGOS JARDINI,2321
1283,35496534,3.4,ASSUERO QUADRI PRESTES DR PROFESSOR,São Paulo,SP,Sudeste,Franca,JARDIM LUIZA II,14407635,JOSE LOPES RIBEIRO,3960
1284,35496546,4.5,ROBERTO SCARABUCI PROFESSOR,São Paulo,SP,Sudeste,Franca,RESIDENCIAL ANA DOROTHEA,14412232,JOSE DE ANDRADE PINTO,6325
1285,35496558,4.2,ADELMO FRANCISCO DA SILVA,São Paulo,SP,Sudeste,Franca,RESIDENCIAL SAO DOMINGOS,14407726,ZULEIKA LIMA PUCCI,820
1286,35900679,3.9,SUELY MACHADO DA SILVA PROFA,São Paulo,SP,Sudeste,Franca,JARDIM BRASILANDIA,14402306,PORTO VELHO,1851
1287,35911252,4.3,ADELINA PASQUINO CASSIS PROFA,São Paulo,SP,Sudeste,Franca,JARDIM EDEN,14402082,FRANCISCO PROCOPIO DE OLIVEIRA,2860
1288,35924969,4,LYDIA ROCHA ALVES PROFA,São Paulo,SP,Sudeste,Franca,JARDIM AEROPORTO III,14404225,DENIZAR TREVIZANI,2020
1289,35005502,4.7,BELEM DA SERRA,São Paulo,SP,Sudeste,Francisco Morato,BELEM CAPELA,7990040,CAMELIAS,324
1290,35044957,4,VINCENZO LOBASSI,São Paulo,SP,Sudeste,Francisco Morato,JD FLORIDA,7913190,R JOSE MANOEL MARTINS,135
1291,35048781,3.7,ULYSSES SANCHES RAMIRES PROF,São Paulo,SP,Sudeste,Francisco Morato,BAIRRO JARDIM,7929100,R SANDALO,27
1292,35050404,4.1,JARDIM ALEGRIA II,São Paulo,SP,Sudeste,Francisco Morato,JARDIM ALEGRIA,7985030,AVENIDA BARBACENA,412
1293,35906232,4.6,LYDIA SCALET WALKER PROFA,São Paulo,SP,Sudeste,Francisco Morato,JD BATISTA GENARI,7920050,R ONZE,80
1294,35005666,4.3,AZEVEDO SOARES,São Paulo,SP,Sudeste,Franco da Rocha,P ALEGRE,7859340,RODOVIA PREFEITO LUIZ SALOMAO CHAMMA,KM 42
1295,35005678,4.6,ISAURA DE MIRANDA BOTTO PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL BAZU,7849030,R TIRADENTES,201
1296,35048811,4.4,ELVIRA PARADA MANGA PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL JOSEFINA,7841000,R APOLO,201
1297,35048823,4,ADAIL JARBAS DUCLOS,São Paulo,SP,Sudeste,Franco da Rocha,VL SANTISTA,7809040,R AMADOR BUENO,620
1298,35290671,6.5,EMILIO HERNANDEZ AGUILAR DR ETEC,São Paulo,SP,Sudeste,Franco da Rocha,POUSO ALEGRE,7859340,ESTRADA DO GOVERNO S/N,KM 42
1299,35921038,4.6,LUIZ ALEXANDRE DOS SANTOS,São Paulo,SP,Sudeste,Franco da Rocha,JD BANDEIRANTES,7830180,R ANGELO MISSON,6
1300,35923643,4.4,JOCIMARA VIEIRA DA SILVA PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL BELA,7846000,AV SAO PAULO,751
1301,35925482,4.2,ZILTON BICUDO PROF,São Paulo,SP,Sudeste,Franco da Rocha,LAGO AZUL,7866260,R PERI,441
1302,35030211,5.2,ANTONIO KASSAWARA KATUTOK,São Paulo,SP,Sudeste,Gabriel Monteiro,CENTRO,16220000,RUA JOSE BONIFACIO,439
1303,35033424,5,NELY CARBONIERI DE ANDRADE PROFA,São Paulo,SP,Sudeste,Garça,FERRAROPOLIS,17400100,RUA ARMANDO SALES DE OLIVEIRA,1120
1304,35033443,3.9,NORMA MONICO TRUZZI PROFA,São Paulo,SP,Sudeste,Garça,CENTRO  JAFA,17409018,BRASIL,455
1305,35030659,5.1,TEREZA VALVERDE CARDOSO TIRAPELE PROFA,São Paulo,SP,Sudeste,Gastão Vidigal,CENTRO,15330000,RUA 21 DE ABRIL,450
1306,35021908,4.1,GAVIAO PEIXOTO CONSELHEIRO,São Paulo,SP,Sudeste,Gavião Peixoto,CENTRO,14813000,ALAMEDA PICCOLO,232
1307,35030661,5.4,TONICO BARAO,São Paulo,SP,Sudeste,General Salgado,VILA MARIA,15300000,AVENIDA DOMENICO RAO,1521
1308,35026360,3.8,JOSE PIMENTA DE PADUA,São Paulo,SP,Sudeste,Getulina,MACUCOS,16460000,RUA SANTA MARIA,350
1309,35022421,4,DALVA LELLIS GARCIA PRADO PROFA,São Paulo,SP,Sudeste,Guaíra,VILA NOSSA SENHORA APARECIDA,14790000,AV 25,1595
1310,35022433,4.1,ZEZINHO PORTUGAL,São Paulo,SP,Sudeste,Guaíra,CENTRO,14790000,AVENIDA VINTE E UM,389
1311,35028241,4,CARLOS CASTILHO PROFESSOR,São Paulo,SP,Sudeste,Guapiaçu,JARDIM SAO LUIZ,15110000,RUA DAS PALMEIRAS,1062
1312,35014333,4.6,JOAO ANTUNES ALEXANDRE,São Paulo,SP,Sudeste,Guapiara,JARDIM CANUTO,18310000,RUA AVELINO GOMES DE ALMEIDA,75
1313,35014394,3.9,THEREZINHA SACCOMANO PASSARO PROFA,São Paulo,SP,Sudeste,Guapiara,CENTRO,18310000,RUA SAO JOSE,514
1314,35023310,3.9,RONDON MARECHAL,São Paulo,SP,Sudeste,Guará,BELA VISTA,14580000,RUA JOAQUIM DE PAULA E SILVA,315
1315,35029506,4.5,JUVENTINO NOGUEIRA RAMOS,São Paulo,SP,Sudeste,Guaraçaí,CENTRO,16980000,AVENIDA PRESIDENTE VARGAS,460
1316,35026402,3.4,JOSE EGEA PROF,São Paulo,SP,Sudeste,Guarantã,CENTRO,16570080,RUA GUIDO DAL COL,554
1317,35029944,5.1,JOAO ARRUDA BRASIL,São Paulo,SP,Sudeste,Guararapes,CENTRO,16700000,AVENIDA SANTO ANTONIO,510
1318,35902743,4.3,EMILIA LEITE MARTINS,São Paulo,SP,Sudeste,Guararema,JARDIM DULCE,8900000,ESTRADA MUNICIPAL BENJAMIM ANTONIO FERNANDES,318
1319,35012634,4.5,CLOTILDE AYELLO ROCHA PROFA,São Paulo,SP,Sudeste,Guaratinguetá,RETIRO,12500010,LOTEAMENTO SAO BENEDITO,5000
1320,35012658,6,ALFREDO DE BARROS SANTOS PROF ETEC,São Paulo,SP,Sudeste,Guaratinguetá,PEDREGULHO,12515160,ALFONSO GIANNICO,350
1321,35012661,4,RODRIGUES ALVES CONSELHEIRO,São Paulo,SP,Sudeste,Guaratinguetá,CENTRO,12501290,RUA VISCONDE DE GUARATINGUETA,224
1322,35012750,3.9,MARIA AMALIA DE MAGALHAES TURNER PROFA,São Paulo,SP,Sudeste,Guaratinguetá,CAMPINHO,12502350,BENEDITO MARTINIANO GONCALVES,39
1323,35012841,4.3,NILO SANTOS VIEIRA PROF,São Paulo,SP,Sudeste,Guaratinguetá,BELVEDERE CLUB DOS 500,12523460,SALVADOR,345
1324,35037175,3.9,LUIZ MENEZES PROF,São Paulo,SP,Sudeste,Guaratinguetá,VILA ANGELINA,12520140,HENRIQUE RANGEL DE CASTRO,280
1325,35045378,4.4,DINAH MOTTA RUNHA PROFA,São Paulo,SP,Sudeste,Guaratinguetá,PARQUE SAO FRANCISCO,12509190,RUA DR FRANCISCO MEIRELES FREIRE,101
1326,35905045,5.2,JOSE PEREIRA EBOLI PROF,São Paulo,SP,Sudeste,Guaratinguetá,PARQUE RESIDENCIAL BEIRA RIO,12517475,JOAO RODRIGUES ALCKIMIM,1249
1327,35921725,4.1,SYLVIO JOSE MARCONDES COELHO PROF,São Paulo,SP,Sudeste,Guaratinguetá,SANTA LUZIA,12507200,RUA JOAO DARRIGO FILHO,101
1328,35015003,3.9,CASTANHO DE ALMEIDA CEL,São Paulo,SP,Sudeste,Guareí,CENTRO,18250000,RUA CORONEL ANDRADE,152
1329,35023590,4.3,JOSE PACIFICO,São Paulo,SP,Sudeste,Guariba,CENTRO,14840000,FERES SADALLA,330
1330,35040034,4.5,JOSEPHINA DE CAMARGO NEVES PROFESSORA,São Paulo,SP,Sudeste,Guariba,RESIDENCIAL MARIO CAZERI,14840000,AVENIDA LUIS CARLOS LONETTO,481
1331,35463589,5.2,BENTO CARLOS BOTELHO DO AMARAL ETEC,São Paulo,SP,Sudeste,Guariba,JARDIM PROGRESSO,14840000,RUA RUI BARBOSA,1244
1332,35011587,4.8,VICENTE DE CARVALHO,São Paulo,SP,Sudeste,Guarujá,CENTRO,11410000,PUGLISI,188
1333,35294937,6,ALBERTO SANTOS DUMONT ETEC,São Paulo,SP,Sudeste,Guarujá,JARDIM HELENA MARIA,11431090,DOUTOR CARLOS NERHING,165
1334,35005782,4.2,ENNIO CHIESA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM DOURADO,7093200,MARIANO MANZONI,88
1335,35005847,6.4,ETEC DE GUARULHOS,São Paulo,SP,Sudeste,Guarulhos,PARQUE CECAP,7190065,CRISTOBAL CLAUDIO ELILLO,88
1336,35005861,5.1,JOSE SCARAMELLI PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,GOPOUVA,7022000,PALMEIRAS,776
1337,35005903,4,MARIA HELENA FARIA LIMA E CUNHA,São Paulo,SP,Sudeste,Guarulhos,CABUCU,7075170,ESTRADA DO CABUCU,7800
1338,35005997,5.7,VALDIVINO DE CASTRO PEREIRA,São Paulo,SP,Sudeste,Guarulhos,VILA FLORIDA,7196000,TIRADENTES,4148
1339,35006075,4.3,ERICO VERISSIMO,São Paulo,SP,Sudeste,Guarulhos,VILA ENDRES,7041050,RUA PORTUGUESA,394
1340,35006117,5.2,PAULO ROLIM LOUREIRO DOM,São Paulo,SP,Sudeste,Guarulhos,PONTE GRANDE,7032060,AVENIDA DOMINGOS FANGANIELLO,251
1341,35006257,4.2,HOMERO RUBENS DE SA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,VILA GALVAO,7070080,CEARA,50
1342,35006270,4.3,ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROF,São Paulo,SP,Sudeste,Guarulhos,JARDIM PRESIDENTE DUTRA,7171170,RUA MACARANI,382
1343,35006294,4.6,CHIYO YAMAMOTO DONA,São Paulo,SP,Sudeste,Guarulhos,JARDIM ALAMO,7177440,ESTRADA DOS VADOS,291
1344,35006427,4.6,JOAO CAVALHEIRO SALEM PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM CUMBICA,7240060,PORTO VELHO,624
1345,35006439,4.2,GUILHERMINO RODRIGUES DE LIMA,São Paulo,SP,Sudeste,Guarulhos,JARDIM ARUJA,7272460,RUA GUARU,156
1346,35006452,4.1,AUGUST JOHANNES FERDINANDUS STAUDER PADRE,São Paulo,SP,Sudeste,Guarulhos,CIDADE ARACILIA,7250010,RUA MINISTRO HIPOLITO,267
1347,35006464,4,THEREZINHA CLOSA ELEUTERIO PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,PARQUE MARIA HELENA,7261130,RUA CHARLES MIARS COOPER,432
1348,35035725,3.9,MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,JARDIM SANTO AFONSO,7215130,IVINHEMA,274
1349,35041099,4.8,ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,VILA NOSSA SENHORA DE FATIMA,7191010,RUA DUQUE DE CAXIAS,195
1350,35191206,4.6,PARQUE JUREMA III,São Paulo,SP,Sudeste,Guarulhos,PARQUE JUREMA,7244020,JAGUAREMA,23
1351,35297537,4.1,LOUIS BRAILLE,São Paulo,SP,Sudeste,Guarulhos,JARDIM ANGELICA,7260280,RUA JOAO AVELINO FAUTHZ,150
1352,35463140,5.1,JARDIM SANTA CECILIA,São Paulo,SP,Sudeste,Guarulhos,JARDIM COCAIA,7130210,LAGOA DOURADA,275
1353,35900138,4.1,ORLANDO MINELLA,São Paulo,SP,Sudeste,Guarulhos,JARDIM JACY,7262110,CANDELARIA,376
1354,35900148,4.9,MARIA LEDA FERNANDES BRIGO PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,JARDIM OTTAWA,7230270,RUA WAMBES,112
1355,35907085,4.4,HUGO DE AGUIAR,São Paulo,SP,Sudeste,Guarulhos,VILA PARAISO,7241090,AVENIDA JOSE MIGUEL ACKEL,385
1356,35921048,4.3,FRANCISCO MILTON DE ANDRADE,São Paulo,SP,Sudeste,Guarulhos,PARQUE CONTINENTAL III,7085340,RUA FABRICIO RICARDI MARQUES DE OLIVEIRA,48
1357,35923175,4.3,JOAO LUIZ DE GODOY MOREIRA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM ALMEIDA PRADO,7133390,RUA ANA ALVES DOS SANTOS,40
1358,35923761,5.3,CELSO PIVA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM MOREIRA,7083240,RUA NISAL,87
1359,35030752,4.8,VANIR FERRERO MORAES PROFESSORA,São Paulo,SP,Sudeste,Guzolândia,CENTRO,15355000,RUA JOAO CALEFI,340
1360,35017279,4.6,MANOEL IGNACIO DA SILVA,São Paulo,SP,Sudeste,Hortolândia,VILA SAO FRANCISCO,13184420,RUA LUIZ CAMILO DE CAMARGO,355
1361,35039858,5,LIOMAR FREITAS CAMARA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,VILA REAL CONTINUACAO,13183150,RUA EDINA APARECIDA BAMPA FONSECA,29
1362,35047806,4.1,RAQUEL SAES MELHADO DA SILVA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM  NOVA HORTOLANDIA,13183590,RUA WALDOMIRO CARLOS DA SILVA,228
1363,35048240,4.6,JARDIM SANTA CLARA DO LAGO,São Paulo,SP,Sudeste,Hortolândia,JARDIM SANTA CLARA LAGO,13186400,RUA LUIZ DA COSTA CAMARGO,55
1364,35048264,3.6,MARIA ANTONIETTA GARNERO LA FORTEZZA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM NOVO ANGULO,13185153,RUA OSWALDO SOUZA,355
1365,35070294,4.2,JONATAS DAVI VISEL DOS SANTOS,São Paulo,SP,Sudeste,Hortolândia,ADVENTISTA CAMPINEIRO,13187176,RUA TEREZA LUIZA GONCALVES,130
1366,35456469,5.3,IFSP - CAMPUS HORTOLANDIA,São Paulo,SP,Sudeste,Hortolândia,VILA SAO PEDRO,13183250,AVENIDA THEREZA ANA CECON BREDA,1896
1367,35917552,4.8,HEDY MADALENA BOCCHI PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM EVEREST,13186051,RUA PICO DO ITATIAIA,333
1368,35919378,4.1,RECREIO ALVORADA,São Paulo,SP,Sudeste,Hortolândia,PARQUE  ORESTES ONGARO,13183723,RUA RIO MISSISSIPI,150
1369,35014552,4.4,AVELINO APARECIDO RIBEIRO DOUTOR,São Paulo,SP,Sudeste,Iaras,CENTRO,18775021,PRACA DA MONCAO,493
1370,35024508,4.5,EDESIO CASTANHO,São Paulo,SP,Sudeste,Ibaté,CENTRO,14815000,AVENIDA SAO JOAO,1209
1371,35434784,4.6,JOAO JACINTO DO NASCIMENTO,São Paulo,SP,Sudeste,Ibaté,JARDIM CRUZADO,14815000,RUA BENEDITO FERNANDES FRADE,125
1372,35475221,5.6,IBATE ETEC DE,São Paulo,SP,Sudeste,Ibaté,CENTRO,14815000,RUA FLORIANO PEIXOTO,785
1373,35579427,4.1,PROF DR SEGUNDO CARLOS LOPES,São Paulo,SP,Sudeste,Ibaté,VILA SANTA TEREZINHA,14815000,RUA DOUTOR TEIXEIRA DE BARROS,1395
1374,35907820,5.1,ANDRE DONATONI,São Paulo,SP,Sudeste,Ibaté,PEDRO R SILVA,14815000,RUA FLORIANO PEIXOTO,10
1375,35033947,3.7,FRANCISCO DUARTE,São Paulo,SP,Sudeste,Ibirarema,CENTRO,19940000,RUA SAMUEL KLEPACH,256
1376,35025070,5.4,ANGELO MARTINO PROF,São Paulo,SP,Sudeste,Ibitinga,CENTRO,14940124,DOM PEDRO II,645
1377,35337705,5.4,ETEC VEREADOR E VICE PREFEITO SERGIO DA FONSECA,São Paulo,SP,Sudeste,Ibitinga,CENTRO,14940088,RUA ROSALBINO TUCCI,431
1378,35015854,4.8,FREDERICO MARCICANO,São Paulo,SP,Sudeste,Ibiúna,RESSACA,18150000,AVENIDA JOAO CIPULO,51
1379,35027819,4.4,JOAO RIBEIRO DA SILVEIRA,São Paulo,SP,Sudeste,Icém,CENTRO,15460000,AVENIDA ISAAC ALVES FERREIRA,450
1380,35032529,4.4,ANTONIO DE ALMEIDA PRADO,São Paulo,SP,Sudeste,Iepê,CENTRO,19640000,RUA MINAS GERAIS,835
1381,35909282,4,CAMILO SAHADE,São Paulo,SP,Sudeste,Igaraçu do Tietê,CONJUNTO HABITACIONAL IGARACU  I,17354148,RUA RICIERI ZERLIN,395
1382,35062339,4.9,NICOLAU SAAD DR EM,São Paulo,SP,Sudeste,Igarapava,CENTRO,14540000,RUA PADRE ZEFERINO,614
1383,35013959,4.9,BENEDITO RAMOS ARANTES CEL,São Paulo,SP,Sudeste,Igaratá,CENTRO,12350000,MARIA HELENA MARCONDES,65
1384,35034794,5.5,NARCISO DE MEDEIROS ENG AGRONOMO ETEC,São Paulo,SP,Sudeste,Iguape,TRES BARRAS,11920000,CASEMIRO TEIXEIRA,"KM 51,5"
1385,35908344,4.2,JOFRE MANOEL PREFEITO,São Paulo,SP,Sudeste,Iguape,COLOMBINA,11920000,RODOVIA PREFEITO CASEMIRO TEIXEIRA,"KM22,5"
1386,35042092,4.6,MARIA GEMMA DE SOUZA OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Ilhabela,BARRA VELHA,11630000,RUA PROFESSOR MALAQUIAS OLIVEIRA FREITAS,461
1387,35030740,4.1,ARNO HAUSSER,São Paulo,SP,Sudeste,Ilha Solteira,ZONA NORTE,15385000,AVENIDA BRASIL NORTE,815
1388,35036195,5,URUBUPUNGA,São Paulo,SP,Sudeste,Ilha Solteira,ZONA SUL,15385000,BRASIL SUL,920
1389,35018843,5.9,HELIO CERQUEIRA LEITE PROFESSOR,São Paulo,SP,Sudeste,Indaiatuba,JARDIM AMERICA,13339390,RUA SOROCABA,355
1390,35018909,4.4,RANDOLFO MOREIRA FERNANDES,São Paulo,SP,Sudeste,Indaiatuba,PARQUE DAS NACOES,13346040,CARLOS CANOVA,600
1391,35909415,4.7,CARLOS TANCLER PROFESSOR,São Paulo,SP,Sudeste,Indaiatuba,PARQUE RESIDENCIAL INDAIA,13332053,RUA RICIERI DELBONI,330
1392,35909427,4.8,SUZANA BENEDICTA GIGO AYRES PROFESSORA,São Paulo,SP,Sudeste,Indaiatuba,JARDIM MORADA DO SOL,13346520,RUA AURELIO GARLETTI,306
1393,35032612,4.2,MARIA ERNESTINA NATIVIDADE ANTUNES PROFESSORA,São Paulo,SP,Sudeste,Indiana,VILA GARCES,19560000,AVENIDA BENTO CACHEFFO LONGO,1184
1394,35026931,5.1,DATHAN CERVO PROFESSOR,São Paulo,SP,Sudeste,Indiaporã,CENTRO,15690000,RUA FAUSTINO M GONCALVES,1460
1395,35033959,5.6,PEDRO LEME BRISOLLA SOBRINHO PROF ETEC,São Paulo,SP,Sudeste,Ipaussu,JARDIM DO LAGO,18950410,RUA ANTONIO CARLOS DE ABREU SODRE,1040
1396,35020000,4.7,CESARINO BORBA,São Paulo,SP,Sudeste,Iracemápolis,CENTRO,13495000,RUA JOSE OMETTO,440
1397,35027873,4.4,DESOLINA BETTI GREGORIN PROFESSORA,São Paulo,SP,Sudeste,Irapuã,CENTRO,14990000,AVENIDA MANOEL PITTA JUNIOR,232
1398,35030958,4.4,JOSE EDSON MOYSES PROF,São Paulo,SP,Sudeste,Irapuru,CENTRO,17880000,RUA ALBERTO GALETI,29
1399,35039718,5.1,ALBERTO PEREIRA PROFESSOR,São Paulo,SP,Sudeste,Itaberá,VILA CRUZEIRO,18440000,RUA CRUZEIRO,88
1400,35014485,4.5,JOAO MICHELIN,São Paulo,SP,Sudeste,Itaí,CENTRO,18730055,RUA MANOEL JOAQUIM GARCIA,1045
1401,35027881,4.2,RUTH DALVA FERRAZ FARAO PROFESSORA,São Paulo,SP,Sudeste,Itajobi,CENTRO,15840000,RUA CUSTODIO RIBEIRO,250
1402,35014345,4.6,ELIAS LAGES DE MAGALHAES PROF,São Paulo,SP,Sudeste,Itaoca,CENTRO,18360000,AVENIDA INDEPENDENCIA,17
1403,35009957,4.8,PORCINO RODRIGUES PROF,São Paulo,SP,Sudeste,Itapecerica da Serra,OLARIA,6859070,R MARIA APARECIDA PEIXOTO MARINHO BARBOSA,101
1404,35009970,3.7,ISABEL A REDENTORA,São Paulo,SP,Sudeste,Itapecerica da Serra,JARDIM BRANCA FLOR,6855870,JOSE RICARDO FARIA,01
1405,35010005,4.9,JOAO BAPTISTA DE OLIVEIRA,São Paulo,SP,Sudeste,Itapecerica da Serra,CENTRO,6850050,R MAJOR MANOEL FRANCISCO DE MORAES,186
1406,35010029,4.1,ANGENOR DE OLIVEIRA POETA,São Paulo,SP,Sudeste,Itapecerica da Serra,DA LAGOA,6860400,JOAO RODRIGUES DE MORAES,500
1407,35035427,4.1,LUCIA AKEMI MIYA PROFA,São Paulo,SP,Sudeste,Itapecerica da Serra,JD S PEDRO,6863240,EST JOAO RODRIGUES DE MORAES,100
1408,35040721,5.5,SALVADOR DE LEONE,São Paulo,SP,Sudeste,Itapecerica da Serra,POTUVERA,6886510,NOVO ALVORECER,01
1409,35040733,5,MASSAKO HIGASHIOKA PROFESSORA,São Paulo,SP,Sudeste,Itapecerica da Serra,RECREIO CAMPESTRE,6856020,RUA ARACATUBA,36
1410,35040745,3.8,EDUARDO ROBERTO DAHER,São Paulo,SP,Sudeste,Itapecerica da Serra,MOMBACA,6868800,ESTRADA PREFEITO BENTO ROGER DOMINGUES,197
1411,35040757,4.4,JOAQUIM FERNANDO PAES DE BARROS NETO,São Paulo,SP,Sudeste,Itapecerica da Serra,PARQUE PARAISO,6852220,RUA PERSIA,1130
1412,35044854,5,ANTONIO FLORENTINO,São Paulo,SP,Sudeste,Itapecerica da Serra,JARDIM JACIRA,6864400,RUA CARLOS DRUMOND DE ANDRADE,70
1413,35049098,4.5,ABRAHAO DE MORAES PROFESSOR,São Paulo,SP,Sudeste,Itapecerica da Serra,PARQUE PARAISO,6852885,AVENIDA GROENLANDIA,2165
1414,35061591,4.7,JARDIM MONTESANO,São Paulo,SP,Sudeste,Itapecerica da Serra,VILA JOAO MONTESANO,6853530,OCEANIA,49
1415,35925597,4.8,ASDRUBAL DO NASCIMENTO QUEIROZ PROFESSOR,São Paulo,SP,Sudeste,Itapecerica da Serra,JARDIM ANALANDIA,6864640,RUA PRESIDENTE COSTA E SILVA,263
1416,35015039,4.5,BERNARDES JUNIOR DESEMBARGADOR,São Paulo,SP,Sudeste,Itapetininga,VILA ARRUDA,18212198,ITAPETININGA,51
1417,35015040,4.7,PEIXOTO GOMIDE,São Paulo,SP,Sudeste,Itapetininga,CENTRO,18200160,PEIXOTO GOMIDE,198
1418,35015167,4.5,EDSON GALVAO PROF ETEC,São Paulo,SP,Sudeste,Itapetininga,CAPAO ALTO,18200970,ESTRADA MUNICIPAL GLADYS BERNARDES MINHOTO,KM 11
1419,35910557,4,EVONIO MARQUES PROF,São Paulo,SP,Sudeste,Itapetininga,VARGINHA,18218500,ONORIO SALES,
1420,35015404,4.3,OTAVIO FERRARI,São Paulo,SP,Sudeste,Itapeva,CENTRO,18400170,RUA MARIO PRANDINI,962
1421,35015416,5.9,DEMETRIO AZEVEDO JUNIOR DR ETEC,São Paulo,SP,Sudeste,Itapeva,JARDIM EUROPA,18406460,AVENIDA EUROPA,1097
1422,35015477,4.3,JEMINIANO DAVID MUZEL,São Paulo,SP,Sudeste,Itapeva,JARDIM EUROPA,18406470,RUA JOAO ANTUNES DE MOURA,871
1423,35015489,4.7,NICOTA SOARES PROFESSORA,São Paulo,SP,Sudeste,Itapeva,JARDIM BELVEDERE,18401425,RUA ROSELANDIA,
1424,35015519,4.3,JOSE VASQUES FERRARI PROFESSOR,São Paulo,SP,Sudeste,Itapeva,PARQUE CIMENTOLANDIA,18409620,HUMBERTO FASCETTI PROFESSOR,120
1425,35015544,4.5,ZULMIRA DE OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Itapeva,VILA BOM JESUS,18400690,RUA CAPAO BONITO,99
1426,35035348,4.4,CINIRA DANIEL DA SILVA PROFESSORA,São Paulo,SP,Sudeste,Itapeva,GUARIZINHO,18420000,MARTINHO DANIEL DA SILVA,50
1427,35043412,4.5,GERSON DE BARROS MARGARIDO PROFESSOR,São Paulo,SP,Sudeste,Itapeva,SAO ROQUE,18400970,PRACA LEANDRO COSTA,78
1428,35049323,4.2,ANTONIO DEFFUNE DOUTOR,São Paulo,SP,Sudeste,Itapeva,ALTO DA BRANCAL,18400970,PEDRO ANSELMO FERREIRA,60
